"fis_code","humid","snow","air","weather_type","round_type","max_wind","avg_wind","min_wind","gate","counted_jumpers","all_jumpers","all_countries"
"2011JP3082RLQ",74,-10,-9,"clear ","qualification ",0.95,-0.4,-1.71,6,50,51,14
"2011JP3081RLQ",83,-18,-11.3,"overcast ","qualification ",1.01,0.22,-0.42,4,56,56,13
"2011JP3081RL",83,-18,-11.3,"overcast ","1st round ",0.63,0.11,-0.38,4,50,50,12
"2011JP3081RL",87,-17.5,-11.5,"overcast ","final round ",0.63,-0.01,-0.38,4,30,30,9
"2011JP3080RTRIA",76,-20.7,-17.5,"clear ","trial round ",0.45,-0.07,-0.5,4,47,47,12
"2011JP3080RL",79,-20.6,-17.7,"cloudy ","1st round ",0.75,-0.05,-1.15,4,50,50,12
"2011JP3080RL",77,-20.7,-16.8,"clear ","final round ",0.66,0.06,-0.41,3,30,30,11
"2011JP3079RLT",79,-20.4,-16.5,"partly cloudy ","1st round ",0.32,-0.31,-0.84,5,61,61,13
"2011JP3079RLT",76,-20.4,-16.5,"partly cloudy ","2nd round ",0.37,-0.39,-0.96,5,62,62,13
"2011JP3079RLQ",73,-20.6,-16.3,"partly cloudy ","qualification ",0.4,-0.6,-1.49,5,62,62,13
"2011JP3070RLQ",86,-2,-3.4,"cloudy ","qualification ",2.4,1,-0.25,10,55,56,13
"2011JP3070RL",73,-1.5,-2.1,"cloudy ","1st round ",2.44,1.39,0.19,8,50,50,13
"2011JP3070RL",70,-0.1,-1,"cloudy ","final round ",2.98,1.46,-0.11,9,30,30,11
"2011JP3069RTRIA",66,-6.4,-5.8,"cloudy ","trial round ",1.35,0.33,-0.77,10,50,50,13
"2011JP3069RL",89,-6,-6.1,"lightly snowfall ","1st round ",1.56,0.42,-1.03,12,50,50,13
"2011JP3069RL",96,-6,-6.2,"snowfall ","final round ",0.21,-0.18,-0.89,12,30,30,11
"2011JP3068RLT",64,-11.9,-10.1,"sunny ","1st round ",2.23,1.16,-0.07,5,52,52,13
"2011JP3068RLT",68,-12.9,-10.9,"clear/light snowfall ","2nd round ",1.74,0.62,-0.17,6,52,52,13
"2011JP3068RLQ",73,-14,-11.4,"partly cloudy ","qualification ",0.99,0.1,-0.84,10,55,55,12
"2011JP3062RL",55,-1.8,8.1,"sunny ","1st round ",0.52,0.02,-0.46,28,36,36,9
"2011JP3062RL",50,-2.8,8.4,"sunny ","final round ",0.19,-0.15,-0.56,29,32,32,8
"2011JP3061RTRIA",57,-3.8,6.4,"sunny ","trial round ",0.08,-0.41,-0.98,22,40,40,12
"2011JP3061RL",56,-3.7,6.3,"partly cloudy ","1st round ",0.11,-0.73,-1.57,24,40,40,12
"2011JP3061RL",56,-3.7,6.3,"partly cloudy ","final round ",-0.02,-0.82,-1.75,26,30,30,11
"2011JP3058RLT",64,-4.4,7,"sunny ","1st round ",0.32,-0.46,-1.28,24,60,60,14
"2011JP3058RLT",70,-4,7.4,"partly cloudy ","2nd round ",0.07,-0.5,-1.03,24,60,60,14
"2011JP3058RLQ",70,-4,7.4,"partly cloudy ","qualification ",0.28,-0.44,-1.25,25,59,59,14
"2011JP3056RTRIA",75,-5,-3.5,"overcast ","trial round ",1.07,0.38,-0.56,14,49,49,13
"2011JP3056RL",76,-5,-4,"overcast ","1st round ",1.14,0.46,-0.23,13,49,50,13
"2011JP3056RL",76,-5,-4.5,"overcast ","final round ",0.97,0.5,-0.17,14,30,30,12
"2011JP3055RLT",70,-8,-5,"clear ","1st round ",-0.04,-0.49,-1.05,19,63,63,15
"2011JP3055RLT",70,-8,-5,"clear ","2nd round ",0.25,-0.13,-1.08,17,62,62,15
"2011JP3055RLQ",80,-5,-10,"clear ","qualification ",0.92,0.38,0.06,16,59,59,15
"2011JP3054RTRIA",39,-10.2,1.6,"sunny ","trial round ",0.71,0.07,-0.93,7,49,49,12
"2011JP3054RL",34,-10.6,4.1,"sunny ","1st round ",0.63,-0.08,-0.84,8,49,50,12
"2011JP3054RL",43,-10.6,0.2,"clear ","final round ",-0.14,-0.57,-1.25,9,30,30,11
"2011JP3053RTRIA",46,-7.9,-1,"sunny ","trial round ",-0.03,-0.46,-0.86,30,40,40,10
"2011JP3053RL",59,-10.3,-3,"clear ","1st round ",0.18,-0.38,-1.03,8,40,40,10
"2011JP3053RL",72,-15.4,-4.9,"clear ","final round ",-0.38,-0.91,-1.33,9,32,32,8
"2011JP3052RLT",72,-9.8,-2,"cloudy ","1st round ",1.56,0.36,-0.76,6,58,58,13
"2011JP3052RLT",73,-9.8,-2,"cloudy ","2nd round ",1.23,0.07,-0.86,7,58,58,13
"2011JP3052RLQ",75,10.2,-3.5,"cloudy ","qualification ",0.93,0.34,-0.25,8,55,56,13
"2011JP3043RTRIA",90,-6.5,-3.5,"clear ","trial round ",0.14,-0.11,-0.45,15,49,49,12
"2011JP3043RL",96,-6.6,-3.5,"clear ","1st round ",0.46,-0.37,-1.81,14,50,50,12
"2011JP3042RLT",82,-8,-2.5,"clear ","1st round ",0.19,-0.3,-0.84,19,66,66,15
"2011JP3042RLT",80,-7,-1.5,"clear ","2nd round ",0.68,-0.4,-0.89,17,65,65,15
"2011JP3042RLQ",86,-7.8,0,"clear ","qualification ",1.05,0.23,-0.81,13,64,65,15
"2011JP3041RTRIA",96,-1.5,1.6,"cloudy ","trial round ",1.53,0.51,-0.25,12,49,49,13
"2011JP3041RL",94,-3,1.9,"cloudy ","1st round ",0.49,-0.03,-0.6,13,49,50,13
"2011JP3041RL",95,-3,1.7,"cloudy ","final round ",0.18,-0.05,-0.29,15,31,31,11
"2011JP3040RLT",79,-9.5,-2,"cloudy ","1st round ",0.59,-0.26,-1.04,16,67,67,16
"2011JP3040RLT",82,-10,-4.5,"snowfall ","2nd round ",0.15,-0.39,-0.94,15,67,67,16
"2011JP3040RLQ",88,-12,0.1,"snowfall ","qualification ",0.87,0.1,-0.43,17,62,64,15
"2011JP3024RTRIA",76,-0.1,2.5,"overcast ","trial round ",0.41,0.09,-0.25,8,50,50,15
"2011JP3024RL",68,-4.1,2.5,"overcast ","1st round ",0.49,0.02,-0.34,8,50,50,15
"2011JP3024RL",77,-3.8,1.6,"overcast ","final round ",0.38,-0.01,-0.3,9,30,30,11
"2011JP3023RTRIA",79,-1.1,1.2,"overcast ","trial round ",0.03,-0.23,-0.37,12,35,35,9
"2011JP3023RL",79,-1.1,1.2,"overcast ","1st round ",0.07,-0.34,-0.47,10,36,36,9
"2011JP3023RL",69,-0.5,2.1,"cloudy ","final round ",-0.19,-0.44,-0.62,10,32,32,8
"2011JP3022RLT",96,-0.2,0.8,"snowfall ","1st round ",0.9,-0.11,-1.42,9,56,56,16
"2011JP3022RLQ",88,-0.1,0.2,"clear ","qualification ",0.48,-0.25,-1.27,9,53,54,16
"2011JP3021RTRIA",80,-11,-7,"lightly snowfall ","trial round ",1.69,0.93,0.33,10,48,48,12
"2011JP3021RL",85,-10.8,-7,"lightly snowfall ","1st round ",1.92,1.11,0.2,9,50,50,13
"2011JP3021RL",86,-10.8,-7,"lightly snowfall ","final round ",2.62,1.23,0.21,10,30,30,12
"2011JP3020RLT",81,-14,-13,"cloudy ","1st round ",0.73,0.24,-0.05,10,68,68,16
"2011JP3020RLT",79,-15.6,-11.1,"cloudy ","2nd round ",0.46,0.22,-0.12,10,69,69,16
"2011JP3020RLQ",80,-15.8,-11,"lightly snowfall ","qualification ",0.71,0.31,-0.02,11,66,66,16
"2011JP3019RL",90,-16,-13.4,"lightly snowfall ","1st round ",0.5,-0.07,-1.21,3,49,50,13
"2011JP3019RL",90,-16,-14.8,"lightly snowfall ","final round ",0.41,0.09,-0.2,2.5,30,30,11
"2011JP3018RTRIA",90,-18,-15,"clear ","trial round ",0.2,-0.26,-0.98,0,46,46,12
"2011JP3018RL",90,-18,-16,"clear ","1st round ",0.38,-0.57,-1.94,6,47,47,12
"2011JP3018RL",90,-18,-15,"clear ","final round ",0.43,-0.54,-1.44,5,32,32,8
"2011JP3017RLT",90,-13,-15.3,"lightly snowfall ","1st round ",1.4,0.49,-0.73,2,70,70,16
"2011JP3017RLT",90,-13,-15.6,"lightly snowfall ","2nd round ",1.84,0.62,-0.78,2,71,71,16
"2011JP3017RLQ",90,-17,-15,"clear ","qualification ",0.94,0.23,-0.56,3,64,68,16
"2011JP3012RTRIA",85,-12,4.3,"cloudy ","trial round ",1.07,0.21,-0.84,3,35,35,12
"2011JP3012RL",85,-12,4.3,"cloudy ","1st round ",1.53,0.5,-0.52,3,40,40,12
"2011JP3012RL",85,-12,4.9,"partly cloudy ","final round ",0.92,-0.11,-1.07,3,30,30,11
"2011JP3011RL",99,-12,4.1,"overcast ","1st round ",0.72,-0.44,-2.01,7,39,40,12
"2011JP3011RL",95,-12,4.1,"overcast ","final round ",0.94,-0.51,-1.66,7,30,30,11
"2011JP3010RLT",99,-12,1.6,"overcast ","1st round ",0.47,-0.39,-1.68,8,53,53,14
"2011JP3010RLQ",99,-12,1.6,"overcast / rain ","qualification ",1.24,-0.35,-1.44,8,51,52,14
"2011JP3009RLQ",74,5,-4.2,"snowfall ","qualification ",1.69,0.65,-0.29,7,57,57,15
"2011JP3009RL",79,-5,-4.8,"snowfall ","1st round ",1.34,0.31,-0.72,8,50,50,13
"2011JP3009RL",72,-5,-4.9,"snowfall ","final round ",0.3,-0.16,-1.02,9,31,31,11
"2011JP3008RL",96,-3.5,-1.6,"cloudy ","final round ",0.76,0,-0.62,11,50,50,14
"2011JP3004RTRIA",70,-8,-3,"cloudy ","trial round ",0.81,-0.04,-0.43,9,49,49,13
"2011JP3004RL",85,-7.7,-3.5,"cloudy ","1st round ",0.61,-0.17,-0.6,11,50,50,13
"2011JP3004RL",95,-8.4,-4.4,"cloudy ","final round ",0.77,-0.18,-0.67,10,30,30,10
"2011JP3003RLT",90,-11.7,-3.5,"clear ","1st round ",0.29,-0.18,-0.72,12,59,59,14
"2011JP3003RLT",90,-11.7,-3.5,"clear ","2nd round ",0.15,-0.29,-0.85,11,59,59,14
"2011JP3003RLQ",98,-11.7,-9,"clear ","qualification ",0.28,-0.17,-0.66,12,57,57,14
"2011JP3002RTRIA",66,-8,-4,"sunny ","trial round ",0.18,-0.08,-0.43,7,48,48,13
"2011JP3002RL",57,-6,2,"sunny ","1st round ",0.74,0.02,-0.34,7,49,50,13
"2011JP3002RL",66,-7,-2.5,"sunny ","final round ",0.22,-0.48,-0.86,8,30,30,10
"2011JP3001RLT",79,-5,-1.8,"snowfall ","1st round ",0.92,0.36,-0.13,7,66,66,15
"2011JP3001RLT",79,-5,-2,"snowfall ","2nd round ",0.88,0.3,-0.17,7,65,65,15
"2011JP3001RLQ",73,-4,-0.6,"cloudy ","qualification ",0.81,0.32,-0.19,7,63,64,15
"2019JP3193RL",80,-6,2.1,"cloudy ","1st round ",1.6,0.41,-0.8,18,51,52,13
"2019JP3193RL",90,-6,1.2,"cloudy ","final round ",0.74,-0.17,-0.94,20,32,32,8
"2019JP3192RTRIA",94,-6,1.3,"rain ","trial round ",1.97,0.93,-0.06,8,47,47,16
"2019JP3192RL",95,-6,1.1,"brief rain and snowfall ","1st round ",1,0.03,-1.3,9,50,50,16
"2019JP3192RL",95,-6,0.3,"snowfall ","final round ",0.13,-0.34,-0.91,16,30,30,14
"2019JP3191RLQ",34,-6,6.9,"sunny ","qualification ",1.9,0.67,-0.48,7,64,66,21
"2019JP3190RTRIA",41,-6,8.8,"sunny ","trial round ",-0.31,-0.66,-1.03,21,25,25,12
"2019JP3190RLT",30,-6,5.5,"clear ","1st round ",0.21,-0.64,-1.19,17,50,50,16
"2019JP3190RLT",49,-6,6.6,"clear ","2nd round ",0.4,-0.33,-0.77,17,50,50,16
"2019JP3190RLQ",41,-6,8.4,"sunny ","qualification ",-0.09,-0.53,-0.93,19,52,53,18
"2019JP3190RL",46,-6,6.8,"sunny ","1st round ",0.11,-0.3,-0.85,19,40,40,15
"2019JP3190RL",51,-6,5.2,"sunny ","final round ",0.17,-0.18,-0.43,19,30,30,11
"2019JP3189RTRIA",33,-6,9.1,"partly cloudy ","trial round ",0.12,-0.82,-1.51,1,44,44,11
"2019JP3189RL",36,-6,8.3,"partly cloudy ","1st round ",0.65,-0.47,-1.43,20,44,44,11
"2019JP3189RL",42,-6,6.7,"partly cloudy ","final round ",1.21,-0.08,-0.94,16,32,32,8
"2019JP3188RTRIA",47,-8,6.2,"overcast ","trial round ",0.83,0.24,-0.39,0,46,46,12
"2019JP3188RL",41,-6.3,7.2,"partly cloudy ","1st round ",0.89,0.37,-0.15,11,48,48,12
"2019JP3188RL",40,-6.3,7.3,"partly cloudy ","final round ",0.2,-0.17,-0.5,12,32,32,8
"2019JP3187RTRIA",53,-5,5,"sunny ","trial round ",1.08,0.31,-0.29,11,50,50,18
"2019JP3187RL",47,-5,5.8,"sunny ","1st round ",1.03,0.24,-0.44,12,50,50,18
"2019JP3187RL",44,-5,5.6,"sunny ","final round ",0.61,0.3,-0.11,12,29,30,12
"2019JP3186RTRIA",95,-5.9,4.9,"lightly rain/overcast ","trial round ",1.05,0.17,-0.31,12,58,58,19
"2019JP3186RLQ",73,-6.1,2.8,"cloudy ","qualification ",0.45,0.11,-0.27,11,61,61,19
"2017JP3802RTRIA",74,-12.3,-4.5,"partly cloudy ","trial round ",0.06,-0.2,-0.6,7,48,48,12
"2017JP3802RLT",89,-6.7,0.3,"snowfall ","1st round ",0.21,0.08,-0.23,4,23,23,9
"2017JP3802RLT",89,-6.7,0.2,"snowfall ","2nd round ",0.48,0.17,-0.03,0,22,22,9
"2017JP3802RL",68,-12.8,-4.5,"partly cloudy ","1st round ",0.15,-0.07,-0.38,9,48,48,12
"2017JP3802RL",72,-12.1,-4.9,"partly cloudy ","final round ",0.91,-0.11,-0.94,8,32,32,8
"2017JP3801RTRIA",88,-7.5,1.9,"partly cloudy ","trial round ",0.44,0.1,-0.33,8,49,49,15
"2017JP3801RL",89,-7.5,1.8,"partly cloudy ","1st round ",0.56,0,-0.44,9,50,50,15
"2017JP3801RL",85,-7.5,1.7,"partly cloudy ","final round ",0.26,-0.03,-0.84,9,30,30,11
"2017JP3800RTRIA",86,-6.9,2.5,"overcast ","trial round ",1.61,0.68,0.06,8,61,61,20
"2017JP3800RLQ",92,-8.5,1,"brief rain and snowfall ","qualification ",1.44,0.74,0.15,10,59,61,20
"2017JP3799RTRIA",84,-5.7,-2.8,"snowfall ","trial round ",0.29,-0.28,-1.25,27,55,55,14
"2017JP3799RL",84,-8.3,-2.6,"snowfall ","1st round ",0.42,-0.3,-0.96,18,56,56,14
"2017JP3799RL",83,-7,-2.8,"snowfall ","final round ",0.09,-0.36,-0.86,18,32,32,8
"2017JP3798RTRIA",70,-12.1,-3.9,"clear ","trial round ",0.6,-0.02,-0.52,11,49,49,16
"2017JP3798RL",74,-12.1,-4.3,"clear ","1st round ",0.42,-0.07,-0.5,11,50,50,16
"2017JP3798RL",77,-12.1,-4.8,"clear ","final round ",0.23,-0.07,-0.34,11,30,30,11
"2017JP3797RTRIA",68,-10.9,-6,"cloudy ","trial round ",0.5,0.01,-0.44,17,40,40,14
"2017JP3797RL",79,-11.7,-6.1,"lightly snowfall ","1st round ",0.6,0.09,-0.25,18,40,40,14
"2017JP3797RL",81,-11.8,-6.4,"overcast ","final round ",0.41,0.02,-0.31,17,31,31,13
"2017JP3796RTRIA",61,-8.5,-3.3,"cloudy/snow ","trial round ",0.88,0,-1.44,11,66,66,22
"2017JP3796RLQ",67,-7.9,-5.3,"cloudy ","qualification ",0.65,0.02,-1.11,13,62,65,22
"2017JP3795RTRIA",79,-7.6,-1.4,"overcast ","trial round ",0.72,0.1,-0.55,17,49,49,16
"2017JP3795RLT",0,-12,-2.4,"clear ","1st round ",1.17,0.53,-0.21,17,34,34,12
"2017JP3795RLT",65,-12,-2.5,"clear ","2nd round ",0.62,-0.35,-1.26,17,37,37,13
"2017JP3795RLT",68,-12,-3.1,"clear ","3rd round ",0.34,-0.29,-0.89,17,38,38,13
"2017JP3795RLQ",82,-6,-1.2,"lightly snowfall ","qualification ",1.06,0.17,-0.34,19,48,49,16
"2015JP3935RLT",71,-8,0.9,"cloudy ","1st round ",1.65,1.18,0.56,0,32,32,12
"2015JP3935RLT",71,-8,0.9,"cloudy ","2nd round ",2.18,1.29,0.46,30,31,31,12
"2015JP3935RLT",71,-8,0.9,"cloudy ","3rd round ",1.7,1.15,0.53,0,31,31,12
"2015JP3935RL",72,-8,1.2,"overcast ","1st round ",2.75,1.63,0.59,16,52,52,13
"2015JP3935RL",65,-8,1.1,"overcast ","final round ",1.99,1.39,0.48,18,32,32,8
"2015JP3934RTRIA",78,-8,1.1,"cloudy ","trial round ",2.27,1.07,0.51,18,47,47,17
"2015JP3934RL",74,-8,1,"overcast ","1st round ",1.76,0.99,0.38,18,49,49,17
"2015JP3934RL",74,-8,0.7,"overcast ","final round ",1.71,1.19,0.26,17,30,30,10
"2015JP3933RLT",86,-8,-0.5,"snowfall ","1st round ",1.92,1.27,0.22,21,55,55,17
"2015JP3933RLT",87,-8,-0.5,"snowfall ","2nd round ",1.93,1.32,0.41,20,54,54,17
"2015JP3933RLT",88,-8,-0.5,"snowfall ","3rd round ",1.76,1.23,0.63,21,48,48,16
"2015JP3933RLQ",79,-8,2.1,"cloudy ","qualification ",1.72,0.79,-0.45,23,62,62,20
"2015JP3932RL",43,-8,0.7,"cloudy ","1st round ",2.08,1.19,0.38,23,44,44,11
"2015JP3932RL",42,-8,-0.1,"cloudy ","final round ",1.53,0.58,-0.1,25,32,32,8
"2015JP3931RTRIA",50,-8,2.2,"cloudy ","trial round ",1.11,0.53,-0.38,14,49,49,15
"2015JP3931RL",50,-8,1.1,"cloudy ","1st round ",0.97,0.56,0.02,14,48,50,15
"2015JP3931RL",53,-8,0.6,"cloudy ","final round ",0.68,0.15,-0.36,15,30,30,12
"2015JP3930RTRIA",46,-8,6.3,"cloudy ","trial round ",2.23,0.95,0.12,14,53,53,20
"2015JP3930RLT",75,-8,5.4,"cloudy ","1st round ",0.76,-0.02,-1.04,17,69,69,20
"2015JP3930RLT",75,-8,7.7,"cloudy ","2nd round ",1.82,0.81,-0.56,12,69,69,20
"2015JP3930RLQ",58,-8,0.8,"cloudy ","qualification ",0.55,0,-0.47,16,68,68,22
"2015JP3929RTRIA",46,-8,5,"cloudy ","trial round ",0.98,0.45,-0.2,25,40,40,13
"2015JP3929RL",67,-8,2.3,"cloudy ","1st round ",0.71,-0.13,-0.79,25,40,40,13
"2015JP3929RL",69,-8,1.5,"cloudy ","final round ",0.45,-0.01,-0.38,26,30,30,12
"2015JP3928RLT",65,-8,-3.2,"cloudy ","1st round ",0.03,-0.26,-0.55,26,45,45,14
"2015JP3928RLT",65,-8,-3.1,"cloudy ","2nd round ",0.4,0.05,-0.33,26,45,45,14
"2015JP3928RLT",65,-8,-3.1,"cloudy ","3rd round ",0.28,-0.04,-0.32,26,45,45,14
"2015JP3928RLQ",80,-8,5.1,"overcast ","qualification ",0.93,0.37,-0.63,25,44,44,14
"2013JP3805RLT",20,-5,11.8,"partly cloudy ","1st round ",-0.56,-1.02,-1.37,12,29,29,11
"2013JP3805RLT",20,-5,10,"partly cloudy ","2nd round ",-1.02,-1.31,-1.56,0,27,27,10
"2013JP3805RLT",20,-5,7.9,"partly cloudy ","3rd round ",-0.89,-1.16,-1.38,0,26,26,11
"2013JP3805RL",20,-5,5.5,"partly cloudy ","1st round ",-0.33,-1.25,-1.73,21,48,48,12
"2013JP3805RL",35,-5,1.5,"partly cloudy ","final round ",-0.38,-0.86,-1.11,19,32,32,8
"2013JP3804RTRIA",60,-5,6.7,"cloudy ","trial round ",1.49,0.13,-1.06,11,49,49,17
"2013JP3804RL",64,-5,4.8,"cloudy ","1st round ",-0.92,-1.18,-1.44,19,50,50,17
"2013JP3804RL",69,-5,2.6,"cloudy ","final round ",-0.48,-0.9,-1.11,18,30,30,10
"2013JP3803RTRIA",55,-3,7,"cloudy ","trial round ",0.03,-0.76,-1.23,17,61,61,20
"2013JP3803RLQ",64,-5,3.6,"cloudy ","qualification ",-0.68,-1.05,-1.34,18,60,61,20
"2013JP3802RTRIA",69,-5,3.5,"lightly snowfall ","trial round ",-0.04,-0.34,-0.73,20,39,39,10
"2013JP3802RL",68,-5,0.5,"cloudy ","1st round ",0.01,-0.61,-1.03,29,40,40,10
"2013JP3802RL",72,-5,-0.8,"snowfall ","final round ",-0.05,-0.45,-0.77,29,32,32,8
"2013JP3801RTRIA",51,-5,-2.5,"cloudy ","trial round ",1.89,0.95,-0.3,9,50,50,17
"2013JP3801RL",56,-5,-4.3,"cloudy / snowfall ","1st round ",1.73,0.92,0.08,9,50,50,17
"2013JP3801RL",63,-5,-4.4,"snowfall ","final round ",0.02,-0.25,-0.5,13,30,30,12
"2013JP3800RLT",48,-5,-0.2,"partly cloudy ","1st round ",2.43,0.53,-0.97,9,58,58,20
"2013JP3800RLT",52,-5,-0.6,"partly cloudy ","2nd round ",0.77,-0.32,-0.82,13,58,58,20
"2013JP3800RLT",55,-5,-0.8,"partly cloudy ","3rd round ",-0.11,-0.58,-1.03,15,56,56,20
"2013JP3800RLQ",65,-5,-3.6,"snowfall ","qualification ",1.67,1.16,0.49,11,63,64,24
"2013JP3799RTRIA",40,-4,-0.6,"cloudy ","trial round ",2.33,1.04,0.09,17,43,43,16
"2013JP3799RL",49,-4,-1,"cloudy ","1st round ",1.85,0.74,-0.26,21,43,43,16
"2013JP3799RL",56,-5,-2.4,"lightly snowfall ","final round ",1.52,0.71,0.22,21,30,30,15
"2011JP3091RLT",96,-8,-3.5,"fog ","1st round ",0.43,-0.17,-1.06,20,20,20,8
"2011JP3091RLT",96,-8,-3.5,"fog ","2nd round ",0.84,0.36,-0.56,20,20,20,8
"2011JP3091RL",79,-7.6,-1.6,"sunny ","final round ",2.06,0.7,-0.09,11,39,40,10
"2011JP3090RL",98,-8,0,"fog / partly cloudy ","1st round ",0.95,0.15,-1.16,15,50,50,17
"2011JP3090RL",98,-7.4,-3.1,"partly cloudy / fog ","final round ",0.71,0.11,-0.79,15,30,30,11
"2011JP3089RLQ",86,-6.5,2,"partly cloudy ","qualification ",1.23,0.43,-0.08,15,61,62,21
"2011JP3088RTRIA",0,-6.4,-3.2,"cloudy ","trial round ",0.69,0.28,-0.13,3,46,46,12
"2011JP3088RLT",93,-8,-1.4,"cloudy ","1st round ",0.11,-0.11,-0.35,16,16,16,8
"2011JP3088RLT",93,-8,-1.4,"partly cloudy ","2nd round ",0.48,0.18,-0.12,3,16,16,8
"2011JP3088RL",89,-7.1,-5.7,"cloudy ","1st round ",1.14,0.67,0.11,7,48,48,12
"2011JP3088RL",89,-7.3,-5.6,"cloudy ","final round ",1.45,1.03,0.64,6,32,32,8
"2011JP3087RTRIA",99,-6.2,-3.4,"fog/snow ","trial round ",1.67,0.81,-0.01,7,50,50,16
"2011JP3087RL",94,-5.6,-3.6,"snowfall ","1st round ",0.88,0.23,-0.49,7,50,50,16
"2011JP3087RL",96,-3.9,-3.6,"snowfall ","final round ",0.25,-0.03,-0.25,9,30,30,13
"2011JP3086RTRIA",96,-7.5,-4.5,"fog ","trial round ",1.69,1.05,0.2,5,61,61,20
"2011JP3086RLQ",96,-6.3,-3.9,"fog ","qualification ",1.87,0.91,-0.44,6,60,60,20
"2011JP3085RTRIA",97,-5.8,-3,"fog ","trial round ",1.83,1.03,-0.17,19,42,42,15
"2011JP3085RL",98,-5.7,-3.2,"fog ","1st round ",2.03,1.14,0.06,20,43,43,15
"2011JP3085RL",98,-5.5,-3,"fog ","final round ",1.26,0.77,-0.25,21,30,30,13
"2021JP3274RTRIA",94,-8,-11,"overcast","trial round ",0.4,-0.1,-1.2,16,39,39,10
"2021JP3274RL",91,-8,-11,"overcast","1st round ",0.7,0.1,-0.3,18,39,40,10
"2021JP3274RL",91,-8,-11,"overcast","2nd round ",0.2,-0.1,-0.4,18,32,32,8
"2021JP3262RL",92,-7,-11,"overcast","1st round ",0.4,0.1,-0.3,11,48,48,12
"2021JP3262RL",93,-8,-11,"overcast","2nd round ",0.1,-0.2,-0.6,12,32,32,8
"2021JP3261RTRIA",88,-8,-17,"clear","trial round ",0,-0.3,-0.6,12,54,54,16
"2021JP3261RLT",84,-8,-12,"sunny","training 1 ",0.1,-0.6,-1.5,NA,NA,NA,NA
"2021JP3261RLT",91,-8,-13,"partly cloudy","training 2 ",0.1,-0.6,-0.9,NA,NA,NA,NA
"2021JP3261RL",89,-8,-17,"clear","1st round ",-0.3,-0.7,-1.1,12,47,53,16
"2021JP3261RL",90,-8,-18,"clear","2nd round ",-0.2,-0.4,-0.7,12,30,30,13
"2021JP3260RTRIA",86,-8,-17,"overcast","trial round ",1.2,0.5,-0.2,15,47,47,15
"2021JP3260RLT",96,-8,-14,"partly cloudy","training 1 ",0.4,-0.1,-0.8,NA,NA,NA,NA
"2021JP3260RLT",95,-8,-16,"partly cloudy","training 2 ",0.8,0.3,0,NA,NA,NA,NA
"2021JP3260RL",NA,NA,NA,NA,"1st round ",NA,NA,NA,15,46,47,15
"2021JP3260RL",NA,NA,NA,NA,"2nd round ",NA,NA,NA,15,30,30,12
"2020JP3219RTRIA",84,-8,2,"overcast","trial round ",-0.43,-1.45,-2.93,18,58,58,15
"2020JP3219RL",84,-8,2,"overcast","1st round ",0.16,-0.92,-1.85,20,60,60,15
"2020JP3219RL",87,-8,1,"overcast","2nd round ",0.02,-0.34,-0.94,20,32,32,8
"2020JP3218RTRIA",86,-8,-1,"overcast","trial round ",2.9,1.34,0.03,5,52,52,13
"2020JP3218RLT",92,-8,1,"snowy","training 1 ",0.7,-0.8,2.4,12,33,33,14
"2020JP3218RLT",92,-8,1,"snowy","training 2 ",0.8,-0.7,2.2,12,32,32,14
"2020JP3218RL",87,-8,-1,"overcast","1st round ",2.23,1.17,0.01,5,51,52,13
"2020JP3218RL",86,-8,-1,"overcast","2nd round ",2.16,1.4,-0.06,6,32,32,8
"2020JP3217RTRIA",87,-8,-1,"snowy","trial round ",2.6,1.3,-1.6,13,40,40,10
"2020JP3217RLT",93,-8,2,"snowy","training 1 ",0.8,0.1,0.8,20,27,27,12
"2020JP3217RLT",89,-8,2,"snowy","training 2 ",1.1,-0.2,1.9,20,24,24,12
"2020JP3217RL",91,-8,-1,"overcast","1st round ",2.68,1.51,0.44,15,40,40,10
"2020JP3217RL",87,-8,0,"overcast","2nd round ",2.8,1.5,0.4,16,32,32,8
"2020JP3216RTRIA",58,-8,3,"overcast","trial round ",3.9,2.3,-1.1,10,65,65,23
"2020JP3216RLT",88,-8,-1,"cloudy","training 1 ",0.8,0.1,0.6,NA,NA,NA,NA
"2020JP3216RLT",88,-8,-2,"cloudy","training 2 ",1,0.1,0.5,NA,NA,NA,NA
"2020JP3216RL",75,-8,2,"snowy","1st round ",3.7,2.4,-1.4,6,63,65,23
"2020JP3216RL",78,-8,1,"snowy","2nd round ",3,2,-1,5,30,30,12
"2020JP3215RTRIA",65,-8,3,"cloudy","trial round ",3.6,2.2,-1.1,14,57,57,19
"2020JP3215RLT",91,-8,1,"snowy","training 1 ",3.1,1.7,-0.1,16,65,65,19
"2020JP3215RLT",88,-8,1,"cloudy","training 2 ",2.8,1.2,0.3,15,64,64,18
"2020JP3215RL",65,-8,3,"overcast","1st round ",3.3,2.1,-1,14,58,58,19
"2020JP3215RL",63,-8,3,"overcast","2nd round ",3,2.1,-1.3,14,30,30,12
"2019JP3209RTRIA",85,-8,-14,"sunny","trial round ",0.1,-0.5,-1,14,49,49,13
"2019JP3209RL",84,-8,-16,"sunny","1st round ",-0.2,-0.5,-0.7,22,52,52,13
"2019JP3209RL",84,-8,-18,"cloudy","2nd round ",-0.3,-0.6,-0.9,21,32,32,8
