"fis_code","humid","snow","air","weather_type","round_type","max_wind","avg_wind","min_wind","gate","counted_jumpers","all_jumpers","all_countries"
"2015JP3878RLT",79,-6,0.8,"partly cloudy ","1st round ",0.3,-0.56,-1.43,13,60,60,15
"2015JP3878RLT",86,-6,0.8,"cloudy ","2nd round ",0.33,-0.37,-1.13,14,59,59,15
"2015JP3878RLQ",91,-6,0.7,"cloudy ","qualification ",0.23,-0.13,-0.7,14,60,60,15
"2015JP3870RLQ",95,-14.5,0.4,"overcast ","qualification ",1.36,-0.05,-1.19,8,64,65,17
"2015JP3870RL",97,-8,1.4,"overcast ","final round ",1.28,0.04,-1.35,8,50,50,15
"2015JP3869RTRIA",93,-14.5,-3.9,"cloudy ","trial round ",-1.29,-2.88,-3.47,13,49,49,14
"2015JP3869RL",94,-14.5,-5.2,"cloudy ","1st round ",-0.05,-1.57,-2.97,10,50,50,14
"2015JP3869RL",94,-14.7,-3.9,"cloudy ","final round ",-1.16,-2.12,-3,14,31,31,11
"2015JP3868RLT",100,-9.1,-0.2,"fog ","1st round ",0.87,-0.03,-0.67,7,70,70,17
"2015JP3868RLT",100,0,-0.3,"cloudy ","2nd round ",0.66,-0.27,-1.3,10,68,68,17
"2015JP3868RLQ",96,-7.8,-0.5,"cloudy ","qualification ",-0.25,-0.72,-1.24,9,65,66,17
"2015JP3867RTRIA",94,-9,-0.2,"overcast ","trial round ",0.06,-0.56,-1.14,14,40,40,11
"2015JP3867RLT",99,-9,-1.7,"fog ","1st round ",0.43,0,-0.5,13,54,54,13
"2015JP3867RLT",99,-9.2,-1.8,"fog ","2nd round ",0.67,0.14,-0.13,14,53,53,13
"2015JP3867RLQ",99,-9.1,-1.8,"fog ","qualification ",0.93,0.4,-0.11,15,52,53,13
"2015JP3867RL",96,-9.1,-0.4,"lightly snowfall ","1st round ",-0.43,-0.94,-1.7,15,40,40,11
"2015JP3867RL",96,-9.1,-0.5,"lightly snowfall ","final round ",-0.41,-0.87,-1.47,16,30,30,11
"2015JP3858RLQ",70,-4,0.4,"sunny ","qualification ",0.46,0.09,-0.24,15,62,62,14
"2015JP3858RL",0,-4,0.8,"sunny ","1st round ",1.09,0.38,-0.18,12,50,50,12
"2015JP3858RL",69,-4,1.1,"sunny ","final round ",1,0.56,0.07,12,29,30,9
"2015JP3857RLT",56,-4,0.3,"cloudy ","1st round ",2.64,0.96,-0.05,11,63,63,14
"2015JP3857RL",70,-4,-0.9,"overcast ","1st round ",0.61,0.13,-0.36,15,50,50,11
"2015JP3857RL",70,-4,-0.9,"overcast ","final round ",0.44,-0.01,-0.31,15,30,30,10
"2015JP3856RLQ",70,-4,-0.5,"snowfall ","qualification ",1.32,0.59,-0.58,12,62,62,14
"2015JP3855RL",85,-6,-5.6,"snowfall ","final round ",2.44,1.31,0.25,19,48,48,12
"2015JP3850RLQ",73,-3.9,-2.2,"partly cloudy ","qualification ",1.78,0.06,-1.85,18,42,42,12
"2015JP3850RL",70,-0.3,-1,"lightly snowfall ","1st round ",1.57,0.18,-1.79,17,40,40,12
"2015JP3850RL",97,-1.8,-1.6,"snowfall ","final round ",1.91,0.77,-0.19,17,30,30,10
"2015JP3849RLT",88,-6.5,-3.2,"partly cloudy ","1st round ",0.48,0,-0.41,19,49,49,13
"2015JP3849RLQ",79,-5.7,-3.3,"partly cloudy ","qualification ",2.22,0.19,-1.37,17,48,49,13
"2015JP3849RL",79,-4.9,-2.9,"partly cloudy ","1st round ",1.92,0.4,-1.45,16,40,40,11
"2015JP3849RL",80,-4.8,-3.1,"partly cloudy ","final round ",1.48,0.46,-2.66,16,30,30,9
"2015JP3844RLQ",60,-7.9,-0.8,"cloudy ","qualification ",2.57,1.7,0.74,11,61,62,16
"2015JP3844RL",60,-7.9,-1.2,"cloudy / lightly snowfall ","1st round ",1.87,1.18,0.53,13,50,50,14
"2015JP3844RL",67,-7.9,-1.4,"snowfall ","final round ",1.57,0.99,0.16,13,30,30,11
"2015JP3843RTRIA",74,-7.6,-0.3,"cloudy ","trial round ",1.32,0.8,0.12,13,42,42,11
"2015JP3843RL",73,-7.6,-1.8,"partly cloudy ","1st round ",1.06,0.56,0.06,14,43,44,11
"2015JP3843RL",70,-7.6,-3.2,"partly cloudy ","final round ",0.71,0.18,-0.45,15,32,32,8
"2015JP3842RLT",86,-7.8,-1.4,"overcast / snow ","1st round ",2.43,1.34,0.38,12,61,61,16
"2015JP3842RLT",86,-7.8,-1.9,"overcast / snow ","2nd round ",2.18,1.42,0.64,11,59,59,16
"2015JP3842RLQ",75,-7.8,-2.7,"cloudy / snow ","qualification ",1.34,0.71,0.03,12,62,62,16
"2015JP3842RL",80,-7.8,-2.7,"lightly snowfall ","1st round ",1.28,0.54,-0.1,16,50,50,14
"2015JP3842RL",80,-7.8,-3.2,"lightly snowfall ","final round ",1.31,0.51,0,16,30,30,10
"2015JP3841RLQ",65,-8.7,-0.4,"cloudy ","qualification ",2.28,1.15,0.22,20,58,58,14
"2015JP3841RL",61,-8.8,-1.4,"cloudy ","1st round ",0.53,0.06,-0.67,22,40,40,12
"2015JP3841RL",63,-8.8,-3,"cloudy ","final round ",-0.64,-0.9,-1.47,24,30,30,10
"2015JP3840RTRIA",79,-8,-0.5,"overcast ","trial round ",1.34,0.28,-0.3,23,40,40,12
"2015JP3840RLT",79,-4.5,-1,"cloudy ","1st round ",0,0,0,21,61,61,14
"2015JP3840RLT",80,-5,-1.4,"cloudy ","2nd round ",1.24,0.64,-0.04,21,60,60,14
"2015JP3840RLQ",84,-9,-1,"lightly snowfall ","qualification ",1.04,0.6,0.07,24,57,57,14
"2015JP3840RL",82,-8.5,0.5,"overcast ","1st round ",0.4,-0.04,-0.66,24,40,40,12
"2015JP3840RL",86,-8.5,-0.7,"lightly snowfall ","final round ",0.24,-0.34,-1.25,24,30,30,11
"2015JP3835RTRIA",84,-5.3,1.3,"sunny ","trial round ",0.9,-0.19,-1.49,15,48,48,13
"2015JP3835RL",89,-5.3,-0.3,"sunny ","1st round ",0.25,-0.3,-0.9,17,50,50,13
"2015JP3835RL",95,-5.3,-1.2,"sunny ","final round ",0.22,-0.35,-1.03,18,30,30,10
"2015JP3834RLT",82,-8,1.2,"cloudy ","1st round ",1.35,0.42,-0.29,15,76,76,19
"2015JP3834RLT",84,-8,0.5,"cloudy ","2nd round ",1.3,0.39,-0.37,15,75,75,19
"2015JP3834RLQ",86,-8,-0.5,"overcast ","qualification ",0.88,0.17,-0.66,16,73,75,19
"2015JP3833RTRIA",73,-8,-6,"snowfall ","trial round ",0.49,-0.93,-1.96,13,48,48,15
"2015JP3833RL",73,-8,-5.9,"snowfall ","1st round ",0.1,-0.52,-1.39,13,50,50,15
"2015JP3833RL",73,-8,-5.9,"snowfall ","final round ",-0.17,-0.6,-1.13,14,30,30,10
"2015JP3832RLT",73,-5,1.8,"cloudy ","1st round ",0.02,-0.64,-1.41,16,71,71,18
"2015JP3832RLT",73,-5,0.9,"cloudy ","2nd round ",0.04,-1,-1.76,18,73,73,19
"2015JP3832RLQ",73,-5,0.4,"cloudy ","qualification ",0.91,-0.79,-1.39,14,69,71,18
"2015JP3829RTRIA",82,-8.1,1.7,"fog ","trial round ",1.04,0.67,0.28,16,48,48,13
"2015JP3829RL",87,-8.1,2.8,"fog / partly cloudy ","1st round ",1.16,0.62,0.16,16,50,50,14
"2015JP3829RL",82,-8.1,2.9,"partly cloudy ","final round ",-0.05,-0.33,-0.59,19,30,30,10
"2015JP3828RTRIA",83,-8.3,2.6,"partly cloudy ","trial round ",0.26,-0.24,-0.54,0,48,48,12
"2015JP3828RL",84,-8.1,2.1,"partly cloudy ","1st round ",0.39,-0.05,-0.65,21,48,48,12
"2015JP3828RL",84,-8.1,1.7,"partly cloudy ","final round ",0.31,-0.05,-0.41,21,32,32,8
"2015JP3827RLT",82,-8.3,2.6,"cloudy ","1st round ",0.81,0.09,-0.8,20,65,65,15
"2015JP3827RLT",82,-8.3,2.5,"cloudy ","2nd round ",0.78,0.25,-0.41,19,66,66,15
"2015JP3827RLQ",82,-8.3,2.1,"cloudy ","qualification ",1.11,0.35,-0.33,19,65,65,15
"2015JP3822RLT",81,-1,3.1,"overcast ","1st round ",1.94,0.6,-0.41,12,62,62,17
"2015JP3822RL",88,-1,3.3,"cloudy ","final round ",2.11,0.76,-0.81,11,62,63,17
"2015JP3820RTRIA",93,2.2,5.3,"overcast ","trial round ",-0.06,-0.38,-0.87,11,48,48,13
"2015JP3820RL",91,-1,5.3,"overcast ","1st round ",0.2,-0.29,-0.61,11,50,50,13
"2015JP3820RL",96,-1.7,4.5,"overcast ","final round ",0.46,-0.08,-0.46,11,30,30,11
"2015JP3819RL",95,-1,1.4,"overcast ","1st round ",0.37,-0.5,-1.62,13,48,48,12
"2015JP3819RL",92,-2.2,1.4,"overcast ","final round ",0.31,-0.48,-1.17,13,32,32,8
"2015JP3818RLT",86,-2.7,0.8,"snowfall ","1st round ",0.66,0.06,-0.35,13,69,69,17
"2015JP3818RLQ",95,-1.4,0.1,"lightly snowfall ","qualification ",0.39,0.07,-0.43,10,65,65,17
"2015JP3815RLQ",95,-10,-0.1,"overcast ","qualification ",2.33,1.56,0.95,5,66,66,15
"2015JP3815RL",95,-10,-0.2,"overcast ","1st round ",2.16,1.58,0.96,3,50,50,11
"2015JP3815RL",95,-10,-0.2,"overcast ","final round ",1.75,1.48,0.86,3,30,30,9
"2015JP3814RTRIA",96,-8,0.1,"overcast ","trial round ",1.96,1.01,0.28,7,49,49,13
"2015JP3814RL",95,-8,0.4,"overcast / fog ","1st round ",1.82,1.06,0.57,7,49,50,13
"2015JP3814RL",95,-8,0.4,"overcast / fog ","final round ",1.69,0.94,0.4,7,30,30,10
"2015JP3813RLT",89,-8,-3.7,"clear ","1st round ",-0.91,-1.73,-2.72,12,69,69,15
"2015JP3813RLT",89,-8,-3.6,"clear ","2nd round ",0.11,-0.96,-2.34,10,69,69,15
"2015JP3813RLQ",89,-8,-4.9,"clear ","qualification ",0.08,-0.89,-1.94,12,67,67,15
"2015JP3812RLQ",80,-9.1,-1.8,"overcast ","qualification ",0.82,0.07,-0.94,12,61,61,17
"2015JP3812RL",80,-9.1,-3,"cloudy / lightly snowfall ","1st round ",0.65,-0.26,-1.48,13,48,50,12
"2015JP3812RL",80,-9.1,-4.2,"cloudy / lightly snowfall ","final round ",0.26,-0.46,-0.96,14,30,30,10
"2015JP3811RLT",60,-8.3,-5.9,"sunny ","1st round ",0.34,-0.67,-1.19,12,61,61,17
"2015JP3811RL",60,-8.3,-6.5,"clear ","1st round ",0.02,-0.41,-0.95,12,50,50,14
"2015JP3811RL",60,-8.3,-7.8,"clear ","final round ",-0.35,-0.85,-1.22,13,30,30,8
"2015JP3810RLQ",60,-8.3,-5.6,"sunny ","qualification ",0.85,-0.52,-1.24,13,62,62,17
"2015JP3796RLQ",75,-7,-3.5,"clear ","qualification ",1.01,0.42,-0.11,19,43,44,13
"2015JP3796RL",74,-7,0.9,"clear ","1st round ",0.95,0.48,0.14,18,39,40,13
"2015JP3796RL",73,-7,1.2,"partly cloudy ","final round ",0.45,0.19,-0.06,19,30,30,11
"2015JP3795RTRIA",70,-7,3.2,"partly cloudy ","trial round ",1.12,0.27,-1.23,19,38,38,11
"2015JP3795RLT",93,-7,1,"overcast ","1st round ",0.95,0.18,-0.74,19,44,44,12
"2015JP3795RLT",90,-7,1,"overcast ","2nd round ",0.69,0.06,-0.78,18,43,43,12
"2015JP3795RLQ",90,-7,0.8,"overcast ","qualification ",1.06,0.1,-1.26,20,41,43,12
"2015JP3795RL",70,-7,3.6,"partly cloudy ","1st round ",0.87,-0.01,-1.27,20,39,40,11
"2015JP3795RL",70,-7,3.4,"partly cloudy ","final round ",0.53,-0.05,-0.52,19,30,30,11
"2015JP3789RL",58,-3,9.1,"partly cloudy ","1st round ",0.11,-0.91,-1.69,51,40,40,12
"2015JP3789RL",54,-3,8.7,"partly cloudy ","2nd round ",0.02,-0.73,-1.33,51,30,30,10
"2015JP3788RLT",76,-4,2.6,"cloudy ","1st round ",0.79,-0.2,-1.16,46,47,47,12
"2015JP3788RLT",78,-4,2.6,"cloudy ","2nd round ",0.76,0,-0.81,44,47,47,12
"2015JP3788RLQ",78,-4,4.4,"cloudy ","qualification ",0.92,-0.15,-0.86,47,47,47,12
"2015JP3787RTRIA",76,-7,1.3,"partly cloudy ","trial round ",-0.2,-0.42,-0.6,16,48,48,10
"2015JP3787RL",89,-7,-2.3,"partly cloudy ","1st round ",-0.11,-0.39,-0.64,14,50,50,10
"2015JP3787RL",91,-7,-2.3,"partly cloudy ","final round ",-0.11,-0.37,-0.54,14,30,30,9
"2015JP3786RLT",79,-7,0.7,"lightly snowfall ","1st round ",0.93,-0.07,-0.46,17,73,73,18
"2015JP3786RLT",80,-7,0.4,"cloudy ","2nd round ",0.45,-0.29,-0.81,17,70,70,17
"2015JP3786RLQ",92,-7,-0.4,"cloudy ","qualification ",0.34,-0.22,-0.53,16,73,74,18
"2015JP3785RTRIA",95,-2.9,3.9,"cloudy ","trial round ",0.97,0.08,-1.39,9,46,46,13
"2015JP3785RL",90,-2.9,2.5,"cloudy ","1st round ",0.83,0.1,-0.8,8,50,50,13
"2015JP3785RL",90,-2.9,0.4,"cloudy ","final round ",1.65,0.51,-0.53,7,30,30,11
"2015JP3784RLT",95,-2.9,1.9,"cloudy ","1st round ",0.89,0.12,-0.43,10,77,77,19
"2015JP3784RLT",90,-2.9,4.9,"cloudy ","2nd round ",0.73,0.16,-0.65,9,76,76,19
"2015JP3784RLQ",90,-2.9,2.9,"cloudy ","qualification ",0.73,0.05,-0.71,11,75,75,19
"2014JP3959RLT",36,-11,7.8,"cloudy ","1st round ",2.23,1.26,0.58,26,47,47,16
"2014JP3959RLT",36,-11,7.5,"cloudy ","2nd round ",1.92,0.74,-0.31,26,48,48,16
"2014JP3959RLT",38,-11,7.4,"cloudy ","3rd round ",1.05,0.44,-0.21,28,44,44,16
"2014JP3959RL",56,-11,1.6,"partly cloudy ","1st round ",0.94,0.33,-0.2,26,49,49,16
"2014JP3959RL",64,-11,0.7,"partly cloudy ","final round ",0.98,0.18,-0.5,28,29,30,11
"2014JP3954RTRIA",95,-9.1,1.9,"fog ","trial round ",1.58,0.87,0.27,25,51,51,15
"2014JP3954RL",95,-9.1,1.5,"fog ","1st round ",1.56,0.79,0.28,27,51,51,15
"2014JP3954RL",95,-9.1,1.2,"overcast ","final round ",1.36,0.86,0.35,27,30,30,11
"2014JP3953RLQ",95,-9.1,1.6,"partly cloudy ","qualification ",0.28,-0.37,-0.69,27,62,62,18
"2014JP3950RLQ",72,-7.2,5.8,"partly cloudy ","qualification ",-0.18,-0.88,-1.45,14,63,63,15
"2014JP3950RL",77,-7.1,4.7,"partly cloudy ","1st round ",-0.13,-0.85,-1.56,15,49,50,12
"2014JP3950RL",79,-7.1,4.9,"partly cloudy ","final round ",-0.55,-0.99,-1.51,16,30,30,11
"2014JP3949RTRIA",90,-7.9,1.6,"clear ","trial round ",-0.09,-0.4,-0.73,14,50,50,12
"2014JP3949RL",88,-7.9,1.7,"clear ","1st round ",0.04,-0.35,-0.8,13,50,50,12
"2014JP3949RL",87,-7.9,1.7,"clear ","final round ",-0.49,-0.95,-1.62,15,30,30,9
"2014JP3948RLT",95,-1,4,"brief rain and snowfall ","1st round ",0,-0.57,-0.87,20,63,63,15
"2014JP3948RLT",95,-1,4,"snowfall ","2nd round ",0.71,-0.67,-1.16,21,61,61,14
"2014JP3948RLQ",95,-1,4,"snowfall ","qualification ",0.15,-0.28,-0.86,18,62,62,15
"2014JP3947RLQ",90,-2.7,4,"rain ","qualification ",0.52,-0.14,-0.5,14,68,68,16
"2014JP3947RL",95,-2.7,4,"rain ","1st round ",0.41,0.09,-0.15,14,50,50,11
"2014JP3947RL",95,-2.7,4,"rain ","2nd round ",0.84,0.04,-0.33,13,30,30,9
"2014JP3946RL",76,-2.7,8.5,"lightly rain ","1st round ",1.35,-0.26,-1.75,15,44,44,11
"2014JP3946RL",82,-2.7,8.2,"rain ","final round ",1.09,-0.1,-0.76,14,32,32,8
"2014JP3945RTRIA",65,-2.8,4.6,"partly cloudy ","trial round ",0.99,0.05,-1.07,20,28,28,11
"2014JP3945RLT",56,-2,13.5,"sunny ","1st round ",1.2,0.37,-0.09,20,29,29,11
"2014JP3945RL",60,-2.3,6.9,"partly cloudy ","1st round ",0.45,-0.55,-1.47,22,29,29,11
"2014JP3945RL",62,-2.2,7.8,"cloudy ","final round ",0.6,-0.44,-1.06,22,29,29,11
"2014JP3944RTRIA",47,-2.7,13.2,"sunny ","trial round ",0.14,-0.86,-1.78,13,47,47,14
"2014JP3944RL",52,-2.7,11.1,"partly cloudy ","1st round ",-0.38,-1.11,-2.02,15,49,50,14
"2014JP3944RL",53,-2.7,10.7,"partly cloudy ","final round ",-0.24,-1.22,-2.15,15,30,30,10
"2014JP3943RLT",42,-3.2,14.5,"sunny ","1st round ",0.72,0.21,-0.33,9,76,76,18
"2014JP3943RLT",42,-3.2,14.5,"sunny ","2nd round ",0.82,0.34,-0.33,11,76,76,18
"2014JP3943RLQ",43,-2.7,14.2,"sunny ","qualification ",0.31,-0.03,-0.33,13,76,76,18
"2014JP3938RTRIA",80,-15,-2.7,"partly cloudy ","trial round ",1.08,0.32,-1.37,14,46,46,12
"2014JP3938RL",81,-15,-2.9,"cloudy ","1st round ",0.85,0.26,-1.04,15,47,47,12
"2014JP3938RL",85,-14,-3.6,"partly cloudy ","final round ",0.84,0.11,-0.4,15,30,30,12
"2014JP3937RTRIA",49,-8,4.2,"partly cloudy ","trial round ",0.59,-0.18,-0.92,14,46,46,12
"2014JP3937RLT",60,-8,-0.3,"partly cloudy ","1st round ",0.51,-0.23,-0.97,15,44,44,12
"2014JP3937RL",51,-8,1.2,"clear ","1st round ",-0.62,-1.19,-1.72,17,47,47,12
"2014JP3937RL",62,-8,0.2,"partly cloudy ","final round ",-0.01,-0.83,-1.39,18,30,30,10
"2014JP3924RTRIA",78,-17,-18.1,"clear ","trial round ",0.18,-0.1,-0.57,26,48,48,14
"2014JP3924RL",77,-17,-17.6,"partly cloudy ","1st round ",0.44,0.08,-0.21,26,49,50,14
"2014JP3924RL",76,-17,-17.8,"cloudy ","final round ",0.37,0.12,-0.29,26,30,30,13
"2014JP3923RTRIA",81,-21,-19.8,"clear ","trial round ",1.13,0.58,0.05,26,47,47,14
"2014JP3923RLT",81,-20,-18,"clear ","1st round ",1.95,1.18,0.18,26,51,51,14
"2014JP3923RLT",80,-19,-17,"clear ","2nd round ",1.93,1.09,0.22,26,49,49,14
"2014JP3923RL",80,-21,-20.5,"clear ","1st round ",1.18,0.67,0.07,25,49,50,14
"2014JP3923RL",80,-21,-21.3,"clear ","final round ",1.55,0.76,0.13,25,30,30,11
"2014JP3916RTRIA",75,-4,8.7,"cloudy ","trial round ",1.54,0.25,-1.67,28,35,35,12
"2014JP3916RL",76,-4,8.3,"cloudy ","1st round ",1.55,-0.01,-1.28,29,41,42,13
"2014JP3916RL",77,-4,8.2,"cloudy ","final round ",0.71,-0.08,-1.74,31,30,30,11
"2014JP3915RTRIA",62,-3,10.5,"partly cloudy ","trial round ",1.47,0.6,-0.42,28,38,38,13
"2014JP3915RLT",64,-3,8.3,"partly cloudy ","1st round ",1.57,0.76,0.15,30,44,44,13
"2014JP3915RLT",61,-3,8.9,"partly cloudy ","2nd round ",1.33,0.3,-0.52,30,44,44,13
"2014JP3915RLT",62,-3,8.9,"partly cloudy ","3rd round ",2.54,1.27,-0.29,28,37,37,12
"2014JP3915RL",67,-3,11.4,"partly cloudy ","1st round ",1.85,0.83,-0.15,29,42,42,13
"2014JP3915RL",64,-3,10.4,"partly cloudy ","final round ",1.02,0.36,-0.49,29,30,30,11
"2014JP3904RLT",81,-1,0,"cloudy ","1st round ",0.27,-0.17,-0.59,12,64,64,15
"2014JP3904RLT",81,-1,0,"cloudy ","2nd round ",-0.08,-0.46,-1.02,13,63,63,15
"2014JP3904RL",82,-1,7.5,"cloudy / rain ","final round ",1.7,0.42,-0.53,12,50,50,11
"2014JP3903RTRIA",95,-1,2,"partly cloudy ","trial round ",-0.05,-0.76,-1.48,2,39,39,10
"2014JP3903RL",0,-5,1,"partly cloudy ","1st round ",0.78,-0.04,-0.81,12,40,40,10
"2014JP3903RL",95,-5,0.7,"partly cloudy ","final round ",0.84,0.14,-0.5,14,32,32,8
"2014JP3902RLT",81,-1,0,"cloudy ","1st round ",0.27,-0.17,-0.59,12,64,64,15
"2014JP3902RLT",81,-1,0,"cloudy ","2nd round ",-0.08,-0.46,-1.02,13,63,63,15
"2014JP3902RLQ",70,-1,1.8,"cloudy ","qualification ",0.29,-0.63,-1.21,13,65,65,15
"2014JP3901RTRIA",82,-9,5,"cloudy ","trial round ",1.39,-0.03,-1.03,14,48,48,12
"2014JP3901RLT",90,-9,2,"overcast ","1st round ",0.2,-0.51,-1.12,16,57,57,14
"2014JP3901RLT",90,-9,3,"cloudy ","2nd round ",0.33,-0.21,-0.82,14,62,62,14
"2014JP3901RLQ",93,-9,5,"partly cloudy ","qualification ",1.63,0.81,-0.02,12,57,57,14
"2014JP3901RL",80,-9,1,"cloudy ","1st round ",1.23,0.36,-0.69,13,50,50,12
"2014JP3901RL",80,-9,1,"cloudy ","final round ",0.71,0.03,-0.55,14,30,30,9
"2014JP3895RTRIA",81,-5.8,4.6,"cloudy ","trial round ",1.6,0.56,-0.57,19,47,47,13
"2014JP3895RL",80,-5.9,5.6,"cloudy ","1st round ",1.35,0.58,-0.32,19,50,50,13
"2014JP3895RL",81,-5.6,5.6,"cloudy ","final round ",1.2,0.55,0.1,19,30,30,11
"2014JP3894RLT",53,-6,3,"cloudy ","1st round ",1.46,0.59,-0.36,19,63,63,18
"2014JP3894RLQ",60,-6,2.6,"cloudy ","qualification ",1.15,0.49,-0.19,19,63,63,18
"2014JP3893RTRIA",46,-6,2.6,"partly cloudy ","trial round ",1.69,0.69,-0.06,30,30,30,11
"2014JP3893RLT",71,-0.5,2,"clear ","1st round ",2.2,1.23,0.69,30,30,30,11
"2014JP3893RLT",0,-0.5,1.8,"clear ","2nd round ",1.44,0.48,-0.07,30,30,30,11
"2014JP3893RLT",72,-0.5,1.4,"clear ","3rd round ",0.63,0.24,-0.16,32,27,27,11
"2014JP3893RL",47,-6,3.4,"partly cloudy ","1st round ",1.25,0.55,-0.34,31,30,30,11
"2014JP3893RL",50,-6,3.7,"cloudy ","final round ",1.31,0.69,0.06,29,30,30,11
"2014JP3892RTRIA",85,-9.4,2.8,"cloudy ","trial round ",0.49,0.05,-1.11,18,48,48,13
"2014JP3892RL",85,-9.4,2.8,"cloudy / rain ","1st round ",0.75,0.13,-0.62,18,50,50,13
"2014JP3892RL",95,-9.4,3,"rain ","final round ",0.64,0.03,-0.67,19,30,30,10
"2014JP3891RLT",66,-8.4,4.5,"cloudy ","1st round ",0.36,-0.21,-0.71,21,65,65,18
"2014JP3891RLT",72,-8.5,4.2,"cloudy ","2nd round ",0.21,-0.43,-1.23,21,63,63,18
"2014JP3891RLQ",79,-8.5,3.4,"cloudy ","qualification ",0.15,-0.51,-0.93,21,64,64,18
"2014JP3883RLT",65,-10.6,-9.7,"clear ","1st round ",0.16,-1.77,-3.75,8,74,74,19
"2014JP3883RLT",73,-10.6,-10.9,"clear ","2nd round ",-0.13,-1.21,-1.92,8,47,47,16
"2014JP3883RLQ",87,-11.4,-9.1,"snowfall ","qualification ",0.63,0.04,-0.36,6,77,77,18
"2014JP3883RL",92,-11,-8.5,"snowfall ","1st round ",0.89,0.08,-0.41,7,50,50,14
"2014JP3883RL",92,-11,-8.7,"cloudy ","final round ",0.93,-0.03,-0.41,6,32,32,11
"2014JP3882RL",55,-9.7,-8.1,"clear ","1st round ",0.11,-0.96,-1.79,10,50,50,13
"2014JP3882RL",55,-10,-9.2,"clear ","final round ",-0.61,-1.26,-1.79,11,31,31,10
"2014JP3881RTRIA",58,-9.9,-7,"clear ","trial round ",1.97,1.17,-0.12,14,56,56,16
"2014JP3881RLT",55,-6.9,-2.9,"cloudy ","1st round ",1.86,0.75,-0.23,15,60,60,17
"2014JP3881RLQ",57,-9.7,-5.5,"clear ","qualification ",2.57,1.66,0.46,14,61,62,17
"2014JP3881RL",60,-9,-8.1,"clear ","1st round ",0.28,-0.47,-0.99,18,50,50,14
"2014JP3881RL",63,-9.2,-8.6,"clear ","final round ",-0.39,-0.97,-1.54,18,30,30,11
"2014JP3880RLT",59,-6.5,-5,"clear ","1st round ",1.29,0.28,-0.62,9,75,75,19
"2014JP3880RLQ",57,-6.7,-5,"clear ","qualification ",1.15,0.37,-0.71,9,74,77,19
"2014JP3879RL",56,-6.5,-3.1,"snowfall ","1st round ",1.88,1.22,-0.01,16,56,56,14
"2014JP3879RL",70,-6.1,-3.1,"cloudy ","final round ",2.59,1.24,0.28,16,32,32,8
"2014JP3874RL",98,-9.5,-3.5,"snowfall ","1st round ",1.35,0.88,0.35,15,67,67,17
"2014JP3874RL",98,-9.5,-3.6,"snowfall ","final round ",1.54,1.14,0.53,15,30,30,11
"2014JP3873RTRIA",84,-10,-0.6,"overcast ","trial round ",0.42,0,-1.04,18,50,50,15
"2014JP3873RL",89,-10,-1.3,"overcast ","1st round ",1.57,0.8,0.19,17,50,50,15
"2014JP3873RL",92,-10,-2,"overcast ","final round ",0.09,-0.2,-0.43,19,30,30,10
"2014JP3872RLT",98,-11,-2.1,"snowfall ","1st round ",0.97,0.24,-0.78,14,67,67,17
"2014JP3872RLT",95,-11,-2.1,"overcast ","2nd round ",0.75,0.19,-0.55,16,67,67,17
"2014JP3872RLQ",98,-11,-2.1,"overcast ","qualification ",1.07,0.19,-0.4,20,66,66,17
"2014JP3871RL",84,-6,-9.4,"snowfall ","final round ",2.54,1.08,-0.34,16,39,40,14
"2014JP3870RTRIA",80,-7,-8.3,"overcast ","trial round ",2.54,1.27,0.12,17,43,43,14
"2014JP3870RLT",86,-5,-6.7,"overcast ","1st round ",2.26,1.33,0.43,18,44,44,13
"2014JP3870RLT",86,-4.5,-5.8,"overcast ","2nd round ",2.45,1.21,0.07,18,44,44,13
"2014JP3870RL",55,-4,-1.1,"partly cloudy ","final round ",2.85,0.96,-0.48,17,47,47,14
"2014JP3866RTRIA",94,-7.2,-7.1,"snowfall ","trial round ",0.96,0.46,-0.21,17,48,48,15
"2014JP3866RL",94,-6.5,-6.3,"snowfall ","1st round ",1.44,0.02,-0.54,18,49,49,15
"2014JP3866RL",98,-6.3,-6.5,"snowfall ","final round ",1.45,0.63,-0.61,16,30,30,13
"2014JP3865RTRIA",83,-7.1,-7.8,"partly cloudy ","trial round ",0.77,-0.07,-1.15,20,49,49,14
"2014JP3865RLT",67,-10.6,-9,"partly cloudy ","1st round ",0.79,-0.19,-1.41,18,54,54,15
"2014JP3865RLT",63,-7.3,-9,"partly cloudy ","2nd round ",2.18,0.7,-0.76,17,54,54,15
"2014JP3865RLQ",76,-7.5,-8.2,"partly cloudy ","qualification ",2.29,0.89,-0.01,20,52,52,15
"2014JP3865RL",78,-8.2,-7.3,"snowfall ","1st round ",2.78,0.2,-1.2,18,50,50,14
"2014JP3865RL",90,-6.7,-8,"snowfall ","final round ",1.51,0.23,-0.95,18,30,30,13
"2014JP3843RLQ",84,-4.7,3.9,"sunny ","qualification ",2.8,1.83,0.3,13,58,59,15
"2014JP3843RL",91,-4.7,3,"sunny ","1st round ",1.15,0.26,-0.54,17,50,50,13
"2014JP3843RL",95,-4.7,2.3,"clear ","final round ",1.33,0.41,-0.42,19,30,30,10
"2014JP3842RL",95,-4.9,1.6,"snowfall / cloudy ","1st round ",2.36,1.4,0.52,16,50,50,12
