"","codex","place","gender","hill_size.x","team","season","X","hill_size.y","k.point","meter.value","gate.factor","wind.factor","qual","type","date"
"622",3897,"Nizhny Tagil (RUS)","Men",134,0,2015,171,134,120,1.8,7.24,9.9,0,0,2014-12-14
"623",3876,"Rena (NOR)","Men",139,0,2015,953,139,124,1.8,7.51,9.27,0,1,2014-12-14
"624",3877,"Rena (NOR)","Men",139,0,2015,954,139,124,1.8,7.51,9.27,0,1,2014-12-14
"625",3914,"Engelberg (SUI)","Men",137,0,2015,572,137,125,1.8,7.4,9.9,1,0,2014-12-19
"626",3915,"Engelberg (SUI)","Men",137,0,2015,177,137,125,1.8,7.4,9.9,0,0,2014-12-20
"627",3916,"Engelberg (SUI)","Men",137,0,2015,573,137,125,1.8,7.4,9.9,1,0,2014-12-21
"628",3916,"Engelberg (SUI)","Men",137,0,2015,178,137,125,1.8,7.4,9.9,0,0,2014-12-21
"629",3832,"Oberstdorf (GER)","Men",137,0,2015,548,137,120,1.8,7.4,10.8,1,0,2014-12-27
"630",3917,"Engelberg (SUI)","Men",137,0,2015,961,137,125,1.8,7.4,9.9,0,1,2014-12-27
"631",3918,"Engelberg (SUI)","Men",137,0,2015,962,137,125,1.8,7.4,9.9,0,1,2014-12-28
"632",3833,"Oberstdorf (GER)","Men",137,0,2015,148,137,120,1.8,7.4,10.8,0,0,2014-12-29
"633",3834,"Garmisch-Partenkirchen (GER)","Men",140,0,2015,549,140,125,1.8,7.56,10.44,1,0,2014-12-31
"634",3835,"Garmisch-Partenkirchen (GER)","Men",140,0,2015,430,140,125,1.8,7.56,10.44,0,0,2015-01-01
"635",3784,"Innsbruck (AUT)","Men",130,0,2015,537,130,120,1.8,7.02,8.46,1,0,2015-01-03
"636",3785,"Innsbruck (AUT)","Men",130,0,2015,136,130,120,1.8,7.02,8.46,0,0,2015-01-04
"637",3786,"Bischofshofen (AUT)","Men",140,0,2015,538,140,125,1.8,4.86,9.36,1,0,2015-01-05
"638",3787,"Bischofshofen (AUT)","Men",140,0,2015,137,140,125,1.8,4.86,9.36,0,0,2015-01-06
"639",3788,"Tauplitz/Bad Mitterndorf (AUT)","Men",225,0,2015,539,225,200,1.2,8.1,14.4,1,0,2015-01-09
"640",3849,"Sapporo (JPN)","Women",100,0,2015,554,100,90,2,6,6.4,1,0,2015-01-10
"641",3789,"Tauplitz/Bad Mitterndorf (AUT)","Men",225,0,2015,138,225,200,1.2,8.1,14.4,0,0,2015-01-10
"642",3849,"Sapporo (JPN)","Women",100,0,2015,151,100,90,2,6,6.4,0,0,2015-01-10
"643",3946,"Wisla (POL)","Men",134,0,2015,967,134,120,1.8,7.24,9.9,0,1,2015-01-10
"644",3850,"Sapporo (JPN)","Women",100,0,2015,555,100,90,2,6,6.4,1,0,2015-01-11
"645",3850,"Sapporo (JPN)","Women",100,0,2015,152,100,90,2,6,6.4,0,0,2015-01-11
"646",3947,"Wisla (POL)","Men",134,0,2015,968,134,120,1.8,7.24,9.9,0,1,2015-01-11
"647",3887,"Wisla (POL)","Men",134,0,2015,566,134,120,1.8,7.24,9.9,1,0,2015-01-15
"648",3887,"Wisla (POL)","Men",134,0,2015,165,134,120,1.8,7.24,9.9,0,0,2015-01-15
"649",3851,"Sapporo (JPN)","Men",100,0,2015,945,100,90,2,NA,NA,0,1,2015-01-16
"650",3889,"Zakopane (POL)","Men",134,1,2015,166,134,120,1.8,7.24,10.8,0,0,2015-01-17
"651",3852,"Sapporo (JPN)","Men",134,0,2015,946,134,120,1.8,NA,NA,0,1,2015-01-17
"652",3890,"Zakopane (POL)","Men",134,0,2015,567,134,120,1.8,7.24,10.8,1,0,2015-01-18
"653",3855,"Zao (JPN)","Women",100,0,2015,153,100,90,2,6,6.4,0,0,2015-01-18
"654",3890,"Zakopane (POL)","Men",134,0,2015,167,134,120,1.8,7.24,10.8,0,0,2015-01-18
"655",3853,"Sapporo (JPN)","Men",134,0,2015,947,134,120,1.8,NA,NA,0,1,2015-01-18
"656",3926,"Falun (SWE)","Women",100,0,2015,963,100,90,2,6,6.4,0,1,2015-01-18
"657",3927,"Falun (SWE)","Women",100,0,2015,964,100,90,2,6,6.4,0,1,2015-01-18
"658",3856,"Sapporo (JPN)","Men",134,0,2015,556,134,120,1.8,9,11.7,1,0,2015-01-23
"659",3840,"Oberstdorf (GER)","Women",106,0,2015,550,106,95,2,6.36,7,1,0,2015-01-24
"660",3840,"Oberstdorf (GER)","Women",106,0,2015,149,106,95,2,6.36,7,0,0,2015-01-24
"661",3857,"Sapporo (JPN)","Men",134,0,2015,154,134,120,1.8,9,11.7,0,0,2015-01-24
"662",3904,"Planica (SLO)","Men",139,0,2015,959,139,125,1.8,7.51,9.9,0,1,2015-01-24
"663",3841,"Oberstdorf (GER)","Women",106,0,2015,551,106,95,2,6.36,7,1,0,2015-01-25
"664",3858,"Sapporo (JPN)","Men",134,0,2015,557,134,120,1.8,9,11.7,1,0,2015-01-25
"665",3841,"Oberstdorf (GER)","Women",106,0,2015,150,106,95,2,6.36,7,0,0,2015-01-25
"666",3858,"Sapporo (JPN)","Men",134,0,2015,155,134,120,1.8,9,11.7,0,0,2015-01-25
"667",3905,"Planica (SLO)","Men",139,0,2015,960,139,125,1.8,7.51,9.9,0,1,2015-01-25
"668",3842,"Willingen (GER)","Men",145,0,2015,552,145,130,1.8,7.83,11.7,1,0,2015-01-30
"669",3842,"Willingen (GER)","Men",145,0,2015,431,145,130,1.8,7.83,11.7,0,0,2015-01-30
"670",3795,"Hinzenbach (AUT)","Women",94,0,2015,540,94,85,2,4.8,5.8,1,0,2015-01-31
"671",3795,"Hinzenbach (AUT)","Women",94,0,2015,428,94,85,2,4.8,5.8,0,0,2015-01-31
"672",3843,"Willingen (GER)","Men",145,1,2015,432,145,130,1.8,7.83,11.7,0,0,2015-01-31
"673",3891,"Zakopane (POL)","Men",134,0,2015,955,134,120,1.8,7.24,10.8,0,1,2015-01-31
"674",3796,"Hinzenbach (AUT)","Women",94,0,2015,541,94,85,2,4.8,5.8,1,0,2015-02-01
"675",3844,"Willingen (GER)","Men",145,0,2015,553,145,130,1.8,7.83,11.7,1,0,2015-02-01
"676",3796,"Hinzenbach (AUT)","Women",94,0,2015,429,94,85,2,4.8,5.8,0,0,2015-02-01
"677",3844,"Willingen (GER)","Men",145,0,2015,433,145,130,1.8,7.83,11.7,0,0,2015-02-01
"678",3892,"Zakopane (POL)","Men",134,0,2015,956,134,120,1.8,7.24,10.8,0,1,2015-02-01
"679",3810,"Titisee-Neustadt (GER)","Men",142,0,2015,542,142,125,1.8,7.67,10.8,1,0,2015-02-07
"680",3811,"Titisee-Neustadt (GER)","Men",142,0,2015,139,142,125,1.8,7.67,10.8,0,0,2015-02-07
"681",3893,"Rasnov (ROU)","Women",100,0,2015,168,100,90,2,6,6.4,0,0,2015-02-07
"682",3845,"Brotterode (GER)","Men",117,0,2015,941,117,105,1.8,6.32,7.29,0,1,2015-02-07
"683",3812,"Titisee-Neustadt (GER)","Men",142,0,2015,543,142,125,1.8,7.67,10.8,1,0,2015-02-08
"684",3812,"Titisee-Neustadt (GER)","Men",142,0,2015,140,142,125,1.8,7.67,10.8,0,0,2015-02-08
"685",3894,"Rasnov (ROU)","Women",100,0,2015,169,100,90,2,6,6.4,0,0,2015-02-08
"686",3878,"Vikersund (NOR)","Men",225,0,2015,561,225,200,1.2,8.1,14.4,1,0,2015-02-13
"687",3906,"Ljubno (SLO)","Women",95,0,2015,569,95,85,2,5.7,5.9,1,0,2015-02-14
"688",3879,"Vikersund (NOR)","Men",225,0,2015,159,225,200,1.2,8.1,14.4,0,0,2015-02-14
"689",3906,"Ljubno (SLO)","Women",95,0,2015,172,95,85,2,5.7,5.9,0,0,2015-02-14
"690",3816,"Lahti (FIN)","Men",130,0,2015,939,130,116,1.8,7.56,8.46,0,1,2015-02-14
"691",3880,"Vikersund (NOR)","Men",225,0,2015,562,225,200,1.2,8.1,14.4,1,0,2015-02-15
"692",3908,"Ljubno (SLO)","Women",95,0,2015,570,95,85,2,5.7,5.9,1,0,2015-02-15
"693",3880,"Vikersund (NOR)","Men",225,0,2015,160,225,200,1.2,8.1,14.4,0,0,2015-02-15
"694",3908,"Ljubno (SLO)","Women",95,0,2015,173,95,85,2,5.7,5.9,0,0,2015-02-15
"695",3817,"Lahti (FIN)","Men",130,0,2015,940,130,116,1.8,7.56,8.46,0,1,2015-02-15
"696",3939,"Iron Mountain, MI (USA)","Men",133,0,2015,965,133,120,1.8,7.18,8.73,0,1,2015-02-21
"697",3940,"Iron Mountain, MI (USA)","Men",133,0,2015,966,133,120,1.8,7.18,8.73,0,1,2015-02-21
"698",3846,"Titisee-Neustadt (GER)","Men",142,0,2015,942,142,125,1.8,7.67,10.8,0,1,2015-02-28
"699",3847,"Titisee-Neustadt (GER)","Men",142,0,2015,943,142,125,1.8,7.67,10.8,0,1,2015-02-28
"700",3848,"Titisee-Neustadt (GER)","Men",142,0,2015,944,142,125,1.8,7.67,10.8,0,1,2015-03-01
"701",3818,"Lahti (FIN)","Men",130,0,2015,546,130,116,1.8,7.56,8.46,1,0,2015-03-06
"702",3819,"Lahti (FIN)","Men",130,1,2015,143,130,116,1.8,7.56,8.46,0,0,2015-03-07
"703",3799,"Seefeld (AUT)","Men",109,0,2015,937,109,99,2,6.54,7.3,0,1,2015-03-07
"704",3820,"Lahti (FIN)","Men",130,0,2015,144,130,116,1.8,7.56,8.46,0,0,2015-03-08
"705",3800,"Seefeld (AUT)","Men",109,0,2015,938,109,99,2,6.54,7.3,0,1,2015-03-08
"706",3822,"Kuopio (FIN)","Men",100,0,2015,145,100,92,2,6,6.4,0,0,2015-03-10
"707",3881,"Trondheim (NOR)","Men",138,0,2015,563,140,124,1.8,7.56,10.8,1,0,2015-03-12
"708",3881,"Trondheim (NOR)","Men",138,0,2015,161,140,124,1.8,7.56,10.8,0,0,2015-03-12
"709",3882,"Oslo (NOR)","Women",134,0,2015,162,134,120,1.8,7.24,9.9,0,0,2015-03-13
"710",3883,"Oslo (NOR)","Men",134,0,2015,564,134,120,1.8,7.24,9.9,1,0,2015-03-14
"711",3883,"Oslo (NOR)","Men",134,0,2015,163,134,120,1.8,7.24,9.9,0,0,2015-03-14
"712",3898,"Nizhny Tagil (RUS)","Men",134,0,2015,957,134,120,1.8,7.24,8.82,0,1,2015-03-14
"713",3884,"Oslo (NOR)","Men",134,0,2015,565,134,120,1.8,7.24,9.9,1,0,2015-03-15
"714",3884,"Oslo (NOR)","Men",134,0,2015,164,134,120,1.8,7.24,9.9,0,0,2015-03-15
"715",3899,"Nizhny Tagil (RUS)","Men",134,0,2015,958,134,120,1.8,7.24,8.82,0,1,2015-03-15
"716",3910,"Planica (SLO)","Men",225,0,2015,571,225,200,1.2,8.1,14.4,1,0,2015-03-19
"717",3911,"Planica (SLO)","Men",225,0,2015,174,225,200,1.2,8.1,14.4,0,0,2015-03-20
"718",3912,"Planica (SLO)","Men",225,1,2015,175,225,200,1.2,8.1,14.4,0,0,2015-03-21
"719",3913,"Planica (SLO)","Men",225,0,2015,176,225,200,1.2,8.1,14.4,0,0,2015-03-22
"720",3700,"Kranj (SLO)","Men",109,0,2016,969,109,100,1.8,5.89,6.57,0,1,2015-07-04
"721",3701,"Kranj (SLO)","Men",109,0,2016,970,109,100,1.8,5.89,6.57,0,1,2015-07-05
"161",3816,"Wisla (POL)","Men",134,0,2016,25,134,120,1.8,7.24,9.9,1,2,2015-07-30
"70",3818,"Wisla (POL)","Men",134,0,2016,69,134,120,1.8,7.24,9.9,0,2,2015-08-01
"62",3750,"Hinterzarten (GER)","Men",108,1,2016,61,108,95,2,6.48,8.4,0,2,2015-08-07
"160",3751,"Hinterzarten (GER)","Men",108,0,2016,24,108,95,2,6.48,8.4,1,2,2015-08-08
"63",3751,"Hinterzarten (GER)","Men",108,0,2016,62,108,95,2,6.48,8.4,0,2,2015-08-08
"722",3820,"Wisla (POL)","Men",134,0,2016,987,134,120,1.8,7.24,9.9,0,1,2015-08-08
"723",3821,"Wisla (POL)","Men",134,0,2016,988,134,120,1.8,7.24,9.9,0,1,2015-08-09
"159",3741,"Courchevel (FRA)","Men",132,0,2016,23,132,120,1.8,8.82,12.6,1,2,2015-08-13
"60",3742,"Courchevel (FRA)","Women",96,0,2016,59,96,90,2,7,8,0,2,2015-08-14
"61",3743,"Courchevel (FRA)","Men",132,0,2016,60,132,120,1.8,8.82,12.6,0,2,2015-08-14
"162",3848,"Einsiedeln (SUI)","Men",117,0,2016,26,117,105,1.8,6.32,7.29,1,2,2015-08-15
"75",3848,"Einsiedeln (SUI)","Men",117,0,2016,74,117,105,1.8,6.32,7.29,0,2,2015-08-15
"724",3728,"Kuopio (FIN)","Men",127,0,2016,975,127,120,1.8,6.86,8.19,0,1,2015-08-20
"725",3729,"Kuopio (FIN)","Men",127,0,2016,976,127,120,1.8,6.86,8.19,0,1,2015-08-21
"726",3730,"Kuopio (FIN)","Men",127,0,2016,977,127,120,1.8,6.86,8.19,0,1,2015-08-22
"727",3731,"Kuopio (FIN)","Men",127,0,2016,978,127,120,1.8,6.86,8.19,0,1,2015-08-23
"728",3726,"Frenstat (CZE)","Men",106,0,2016,973,106,95,2,6.36,7,0,1,2015-08-28
"729",3758,"Oberwiesenthal (GER)","Women",106,0,2016,979,106,95,2,6.36,7,0,1,2015-08-28
"64",3780,"Hakuba (JPN)","Men",131,0,2016,63,131,120,1.8,8.82,10.8,0,2,2015-08-29
"730",3727,"Frenstat (CZE)","Men",106,0,2016,974,106,95,2,6.36,7,0,1,2015-08-29
"731",3759,"Oberwiesenthal (GER)","Women",106,0,2016,980,106,95,2,6.36,7,0,1,2015-08-29
"65",3781,"Hakuba (JPN)","Men",131,0,2016,64,131,120,1.8,8.82,10.8,0,2,2015-08-30
"71",3839,"Chaikovsky (RUS)","Women",106,0,2016,70,106,95,2,6.36,7,0,2,2015-09-05
"72",3840,"Chaikovsky (RUS)","Men",140,0,2016,71,106,95,2,6.36,7,0,2,2015-09-05
"73",3841,"Chaikovsky (RUS)","Women",106,0,2016,72,106,95,2,6.36,7,0,2,2015-09-06
"74",3842,"Chaikovsky (RUS)","Men",140,0,2016,73,140,125,1.8,7.56,9.36,0,2,2015-09-06
"66",3790,"Almaty (KAZ)","Women",106,0,2016,65,106,95,2,6.36,7,0,2,2015-09-12
"67",3791,"Almaty (KAZ)","Men",140,0,2016,66,140,125,1.8,7.56,9.36,0,2,2015-09-12
"732",3712,"Stams (AUT)","Men",115,0,2016,971,115,105,1.8,6.21,7.11,0,1,2015-09-12
"68",3792,"Almaty (KAZ)","Women",106,0,2016,67,106,95,2,6.36,7,0,2,2015-09-13
"69",3793,"Almaty (KAZ)","Men",140,0,2016,68,140,125,1.8,7.56,9.36,0,2,2015-09-13
"733",3713,"Stams (AUT)","Men",115,0,2016,972,115,105,1.8,6.21,7.11,0,1,2015-09-13
"734",3799,"Oslo (NOR)","Women",106,0,2016,983,106,95,2,6.36,7,0,1,2015-09-19
"735",3800,"Oslo (NOR)","Men",106,0,2016,984,106,95,2,6.36,7,0,1,2015-09-19
"736",3801,"Oslo (NOR)","Women",106,0,2016,985,106,95,2,6.36,7,0,1,2015-09-20
"737",3802,"Oslo (NOR)","Men",106,0,2016,986,106,95,2,6.36,7,0,1,2015-09-20
"158",3714,"Hinzenbach (AUT)","Men",94,0,2016,22,94,85,2,4.8,5.8,1,2,2015-09-26
"59",3715,"Hinzenbach (AUT)","Men",94,0,2016,58,94,85,2,4.8,5.8,0,2,2015-09-27
"738",3762,"Klingenthal (GER)","Men",140,0,2016,981,140,125,1.8,7.56,10.8,0,1,2015-10-03
"739",3763,"Klingenthal (GER)","Men",140,0,2016,982,140,125,1.8,7.56,10.8,0,1,2015-10-04
"740",3765,"Klingenthal (GER)","Men",140,1,2016,193,140,125,1.8,7.56,10.8,0,0,2015-11-21
"741",3764,"Klingenthal (GER)","Men",140,0,2016,584,140,125,1.8,7.56,10.8,1,0,2015-11-22
"742",3766,"Klingenthal (GER)","Men",140,0,2016,194,140,125,1.8,7.56,10.8,0,0,2015-11-22
"743",3803,"Lillehammer (NOR)","Women",100,0,2016,599,100,90,2,6,6.4,1,0,2015-12-04
"744",3803,"Lillehammer (NOR)","Women",100,0,2016,211,100,90,2,6,6.4,0,0,2015-12-04
"745",3805,"Lillehammer (NOR)","Men",100,0,2016,212,100,90,2,6,6.4,0,0,2015-12-05
"746",3806,"Lillehammer (NOR)","Men",100,0,2016,600,100,90,2,6,6.4,1,0,2015-12-06
"747",3806,"Lillehammer (NOR)","Men",100,0,2016,213,100,90,2,6,6.4,0,0,2015-12-06
"748",3915,"Notodden (NOR)","Men",98,0,2016,1001,98,NA,NA,NA,NA,0,1,2015-12-10
"749",3843,"Nizhny Tagil (RUS)","Men",134,0,2016,607,134,120,1.8,7.24,9.9,1,0,2015-12-11
"750",3916,"Notodden (NOR)","Women",98,0,2016,1002,98,NA,NA,NA,NA,0,1,2015-12-11
"751",3917,"Notodden (NOR)","Men",98,0,2016,1003,98,NA,NA,NA,NA,0,1,2015-12-11
"752",3919,"Rena (NOR)","Men",111,0,2016,1005,111,99,2,6.66,7.5,0,1,2015-12-11
"753",3844,"Nizhny Tagil (RUS)","Women",100,0,2016,608,97,90,2,6,6.4,1,0,2015-12-12
"754",3844,"Nizhny Tagil (RUS)","Women",100,0,2016,223,97,90,2,6,6.4,0,0,2015-12-12
"755",3845,"Nizhny Tagil (RUS)","Men",134,0,2016,224,134,120,1.8,7.24,9.9,0,0,2015-12-12
"756",3918,"Notodden (NOR)","Women",98,0,2016,1004,98,NA,NA,NA,NA,0,1,2015-12-12
"757",3920,"Rena (NOR)","Men",111,0,2016,1006,111,99,2,6.66,7.5,0,1,2015-12-12
"758",3846,"Nizhny Tagil (RUS)","Women",100,0,2016,609,97,90,2,6,6.4,1,0,2015-12-13
"759",3847,"Nizhny Tagil (RUS)","Men",134,0,2016,610,134,120,1.8,7.24,9.9,1,0,2015-12-13
"760",3846,"Nizhny Tagil (RUS)","Women",100,0,2016,225,97,90,2,6,6.4,0,0,2015-12-13
"761",3921,"Rena (NOR)","Men",139,0,2016,1007,139,124,1.8,7.51,9.27,0,1,2015-12-13
"762",3855,"Engelberg (SUI)","Men",137,0,2016,611,137,125,1.8,7.4,9.9,1,0,2015-12-18
"763",3856,"Engelberg (SUI)","Men",137,0,2016,226,137,125,1.8,7.4,9.9,0,0,2015-12-19
"764",3883,"Rovaniemi (FIN)","Men",100,0,2016,991,100,90,2,6,6.4,0,1,2015-12-19
"765",3857,"Engelberg (SUI)","Men",137,0,2016,612,137,125,1.8,7.4,9.9,1,0,2015-12-20
"766",3857,"Engelberg (SUI)","Men",137,0,2016,227,137,125,1.8,7.4,9.9,0,0,2015-12-20
"767",3884,"Rovaniemi (FIN)","Men",100,0,2016,992,100,90,2,6,6.4,0,1,2015-12-20
"768",3939,"Engelberg (SUI)","Men",137,0,2016,1016,137,125,1.8,7.4,9.09,0,1,2015-12-27
"769",3767,"Oberstdorf (GER)","Men",137,0,2016,585,137,120,1.8,7.4,10.8,1,0,2015-12-28
"770",3940,"Engelberg (SUI)","Men",137,0,2016,1017,137,125,1.8,7.4,9.09,0,1,2015-12-28
"771",3768,"Oberstdorf (GER)","Men",137,0,2016,195,137,120,1.8,7.4,10.8,0,0,2015-12-29
"772",3769,"Garmisch-Partenkirchen (GER)","Men",140,0,2016,586,140,125,1.8,7.56,10.44,1,0,2015-12-31
"773",3770,"Garmisch-Partenkirchen (GER)","Men",140,0,2016,434,140,125,1.8,7.56,10.44,0,0,2016-01-01
"774",3716,"Innsbruck (AUT)","Men",130,0,2016,577,130,120,1.8,7.02,8.46,1,0,2016-01-02
"775",3717,"Innsbruck (AUT)","Men",130,0,2016,185,130,120,1.8,7.02,8.46,0,0,2016-01-03
"776",3718,"Bischofshofen (AUT)","Men",140,0,2016,578,140,125,1.8,4.86,9.36,1,0,2016-01-05
"777",3719,"Bischofshofen (AUT)","Men",140,0,2016,186,140,125,1.8,4.86,9.36,0,0,2016-01-06
"778",3771,"Willingen (GER)","Men",145,0,2016,587,145,130,1.8,7.83,11.7,1,0,2016-01-08
"779",3772,"Willingen (GER)","Men",145,1,2016,196,145,130,1.8,7.83,11.7,0,0,2016-01-09
"780",3887,"Garmisch-Partenkirchen (GER)","Men",140,0,2016,993,140,125,1.8,7.56,10.44,0,1,2016-01-09
"781",3773,"Willingen (GER)","Men",145,0,2016,197,145,130,1.8,7.83,11.7,0,0,2016-01-10
"782",3888,"Garmisch-Partenkirchen (GER)","Men",140,0,2016,994,140,125,1.8,7.56,10.44,0,1,2016-01-10
"783",3782,"Sapporo (JPN)","Women",100,0,2016,591,100,90,2,6,6.4,1,0,2016-01-16
"784",3782,"Sapporo (JPN)","Women",100,0,2016,201,100,90,2,6,6.4,0,0,2016-01-16
"785",3783,"Sapporo (JPN)","Women",100,0,2016,592,100,90,2,6,6.4,1,0,2016-01-17
"786",3783,"Sapporo (JPN)","Women",100,0,2016,202,100,90,2,6,6.4,0,0,2016-01-17
"787",3894,"Willingen (GER)","Men",145,0,2016,995,145,130,1.8,7.83,11.7,0,1,2016-01-17
"788",3895,"Willingen (GER)","Men",145,0,2016,996,145,130,1.8,7.83,11.7,0,1,2016-01-17
"789",3784,"Zao (JPN)","Women",106,0,2016,593,106,95,2,6.36,7,1,0,2016-01-22
"790",3826,"Zakopane (POL)","Men",134,0,2016,605,134,120,1.8,7.24,10.8,1,0,2016-01-22
"791",3784,"Zao (JPN)","Women",106,0,2016,203,106,95,2,6.36,7,0,0,2016-01-22
"792",3906,"Sapporo (JPN)","Men",100,0,2016,998,100,90,2,NA,NA,0,1,2016-01-22
"793",3785,"Zao (JPN)","Women",106,0,2016,594,106,95,2,6.36,7,1,0,2016-01-23
"794",3785,"Zao (JPN)","Women",106,0,2016,204,106,95,2,6.36,7,0,0,2016-01-23
"795",3827,"Zakopane (POL)","Men",134,1,2016,220,134,120,1.8,7.24,10.8,0,0,2016-01-23
"796",3907,"Sapporo (JPN)","Men",134,0,2016,999,134,120,1.8,NA,NA,0,1,2016-01-23
"797",3828,"Zakopane (POL)","Men",134,0,2016,221,134,120,1.8,7.24,10.8,0,0,2016-01-24
"798",3908,"Sapporo (JPN)","Men",134,0,2016,1000,134,120,1.8,NA,NA,0,1,2016-01-24
"799",3786,"Sapporo (JPN)","Men",134,0,2016,595,134,120,1.8,9,11.7,1,0,2016-01-29
"800",3774,"Oberstdorf (GER)","Women",106,0,2016,588,106,95,2,6.36,7,1,0,2016-01-30
"801",3774,"Oberstdorf (GER)","Women",106,0,2016,198,106,95,2,6.36,7,0,0,2016-01-30
"802",3787,"Sapporo (JPN)","Men",134,0,2016,205,134,120,1.8,9,11.7,0,0,2016-01-30
"803",3875,"Bischofshofen (AUT)","Men",140,0,2016,989,140,125,1.8,4.86,9.36,0,1,2016-01-30
"804",3775,"Oberstdorf (GER)","Women",106,0,2016,589,106,95,2,6.36,7,1,0,2016-01-31
"805",3788,"Sapporo (JPN)","Men",134,0,2016,596,134,120,1.8,9,11.7,1,0,2016-01-31
"806",3775,"Oberstdorf (GER)","Women",106,0,2016,199,106,95,2,6.36,7,0,0,2016-01-31
"807",3788,"Sapporo (JPN)","Men",134,0,2016,206,134,120,1.8,9,11.7,0,0,2016-01-31
"808",3876,"Bischofshofen (AUT)","Men",140,0,2016,990,140,125,1.8,4.86,9.36,0,1,2016-01-31
"809",3807,"Oslo (NOR)","Women",134,0,2016,214,134,120,1.8,7.24,9.9,0,0,2016-02-04
"810",3808,"Oslo (NOR)","Men",134,0,2016,601,134,120,1.8,7.24,9.9,1,0,2016-02-05
"811",3724,"Hinzenbach (AUT)","Women",94,0,2016,579,94,85,2,4.8,5.8,1,0,2016-02-06
"812",3724,"Hinzenbach (AUT)","Women",94,0,2016,187,94,85,2,4.8,5.8,0,0,2016-02-06
"813",3809,"Oslo (NOR)","Men",134,1,2016,215,134,120,1.8,7.24,9.9,0,0,2016-02-06
"814",3933,"Planica (SLO)","Men",139,0,2016,1014,139,125,1.8,7.51,9.9,0,1,2016-02-06
"815",3725,"Hinzenbach (AUT)","Women",94,0,2016,580,94,85,2,4.8,5.8,1,0,2016-02-07
"816",3725,"Hinzenbach (AUT)","Women",94,0,2016,188,94,85,2,4.8,5.8,0,0,2016-02-07
"817",3934,"Planica (SLO)","Men",139,0,2016,1015,139,125,1.8,7.51,9.9,0,1,2016-02-07
"818",3811,"Trondheim (NOR)","Men",140,0,2016,602,140,124,1.8,7.56,10.8,1,0,2016-02-09
"819",3812,"Trondheim (NOR)","Men",140,0,2016,217,140,124,1.8,7.56,10.8,0,0,2016-02-10
"820",3810,"Vikersund (NOR)","Men",225,0,2016,216,225,200,1.2,8.1,14.4,0,0,2016-02-12
"821",3702,"Ljubno (SLO)","Women",95,0,2016,574,95,85,2,5.7,5.9,1,0,2016-02-13
"822",3814,"Vikersund (NOR)","Men",225,0,2016,603,225,200,1.2,8.1,14.4,1,0,2016-02-13
"823",3702,"Ljubno (SLO)","Women",95,0,2016,179,95,85,2,5.7,5.9,0,0,2016-02-13
"824",3814,"Vikersund (NOR)","Men",225,0,2016,218,225,200,1.2,8.1,14.4,0,0,2016-02-13
"825",3929,"Zakopane (POL)","Men",134,0,2016,1010,134,120,1.8,7.24,10.8,0,1,2016-02-13
"826",3703,"Ljubno (SLO)","Women",95,0,2016,575,95,85,2,5.7,5.9,1,0,2016-02-14
"827",3815,"Vikersund (NOR)","Men",225,0,2016,604,225,200,1.2,8.1,14.4,1,0,2016-02-14
"828",3703,"Ljubno (SLO)","Women",95,0,2016,180,95,85,2,5.7,5.9,0,0,2016-02-14
"829",3815,"Vikersund (NOR)","Men",225,0,2016,219,225,200,1.2,8.1,14.4,0,0,2016-02-14
"830",3930,"Zakopane (POL)","Men",134,0,2016,1011,134,120,1.8,7.24,10.8,0,1,2016-02-14
"831",3734,"Lahti (FIN)","Men",130,0,2016,581,130,116,1.8,7.56,8.46,1,0,2016-02-19
"832",3734,"Lahti (FIN)","Men",130,0,2016,189,130,116,1.8,7.56,8.46,0,0,2016-02-19
"833",3735,"Lahti (FIN)","Women",100,0,2016,190,100,90,2,6,6.4,0,0,2016-02-19
"834",3941,"Iron Mountain, MI (USA)","Men",133,0,2016,1018,133,120,1.8,7.18,8.73,0,1,2016-02-20
"835",3738,"Lahti (FIN)","Men",100,0,2016,582,100,90,2,7,8,1,0,2016-02-21
"836",3738,"Lahti (FIN)","Men",100,0,2016,191,100,90,2,7,8,0,0,2016-02-21
"837",3942,"Iron Mountain, MI (USA)","Men",133,0,2016,1019,133,120,1.8,7.18,8.73,0,1,2016-02-21
"838",3739,"Kuopio (FIN)","Men",127,0,2016,583,127,120,1.8,6.86,8.19,1,0,2016-02-22
"839",3950,"Kuopio (FIN)","Men",127,1,2016,228,127,120,1.8,6.86,8.19,0,0,2016-02-22
"840",3740,"Kuopio (FIN)","Men",127,0,2016,192,127,120,1.8,6.86,8.19,0,0,2016-02-23
"841",3794,"Almaty (KAZ)","Men",140,0,2016,597,140,125,1.8,7.56,9.36,1,0,2016-02-26
"842",3795,"Almaty (KAZ)","Women",106,0,2016,207,106,95,2,6.36,7,0,0,2016-02-27
"843",3796,"Almaty (KAZ)","Men",140,0,2016,208,140,125,1.8,7.56,9.36,0,0,2016-02-27
"844",3896,"Brotterode (GER)","Men",117,0,2016,997,117,105,1.8,6.32,7.29,0,1,2016-02-27
"845",3798,"Almaty (KAZ)","Men",140,0,2016,598,140,125,1.8,7.56,9.36,1,0,2016-02-28
"846",3797,"Almaty (KAZ)","Women",106,0,2016,209,106,95,2,6.36,7,0,0,2016-02-28
"847",3798,"Almaty (KAZ)","Men",140,0,2016,210,140,125,1.8,7.56,9.36,0,0,2016-02-28
