"","codex","place","gender","hill_size.x","team","season","X","hill_size.y","k.point","meter.value","gate.factor","wind.factor","qual","type","date"
"1370",3245,"Klingenthal (GER)","Men",140,0,2020,1228,140,125,1.8,7.67,10.8,0,1,2020-01-18
"1371",3079,"Zao (JPN)","Women",102,0,2020,730,102,95,2,7,8,1,0,2020-01-19
"1372",3079,"Zao (JPN)","Women",102,0,2020,384,102,95,2,7,8,0,0,2020-01-19
"1373",3135,"Titisee-Neustadt (GER)","Men",142,0,2020,407,142,125,1.8,7.67,10.8,0,0,2020-01-19
"1374",3246,"Klingenthal (GER)","Men",140,0,2020,1229,140,125,1.8,7.67,10.8,0,1,2020-01-19
"1375",3080,"Rasnov (ROU)","Women",97,0,2020,731,97,90,2,7,8,1,0,2020-01-24
"1376",3136,"Zakopane (POL)","Men",140,0,2020,754,140,125,1.8,7.56,10.8,1,0,2020-01-24
"1377",3081,"Rasnov (ROU)","Women",97,0,2020,385,97,90,2,7,8,0,0,2020-01-25
"1378",3137,"Zakopane (POL)","Men",140,1,2020,408,140,125,1.8,7.56,10.8,0,0,2020-01-25
"1379",3204,"Rena (NOR)","Women",109,0,2020,1213,109,99,2,7,8,0,1,2020-01-25
"1380",3239,"Sapporo Okurayama (JPN)","Men",137,0,2020,1226,137,123,1.8,7.4,10.8,0,1,2020-01-25
"1381",3082,"Rasnov (ROU)","Women",97,0,2020,732,97,90,2,7,8,1,0,2020-01-26
"1382",3082,"Rasnov (ROU)","Women",97,0,2020,386,97,90,2,7,8,0,0,2020-01-26
"1383",3138,"Zakopane (POL)","Men",140,0,2020,409,140,125,1.8,7.56,10.8,0,0,2020-01-26
"1384",3205,"Rena (NOR)","Women",109,0,2020,1214,109,99,2,7,8,0,1,2020-01-26
"1385",3240,"Sapporo Okurayama (JPN)","Men",137,0,2020,1227,137,123,1.8,7.4,10.8,0,1,2020-01-26
"1386",3083,"Oberstdorf (GER)","Women",137,0,2020,733,137,120,1.8,7.56,10.8,1,0,2020-01-31
"1387",3139,"Sapporo (JPN)","Men",137,0,2020,755,137,123,1.8,7.4,10.8,1,0,2020-01-31
"1388",3084,"Oberstdorf (GER)","Women",137,0,2020,446,137,120,1.8,7.56,10.8,0,0,2020-02-01
"1389",3140,"Sapporo (JPN)","Men",137,0,2020,450,137,123,1.8,7.4,10.8,0,0,2020-02-01
"1390",3281,"Planica (SLO)","Men",138,0,2020,1234,138,125,1.8,7.45,9.9,0,1,2020-02-01
"1391",3085,"Oberstdorf (GER)","Women",137,0,2020,734,137,120,1.8,7.56,10.8,1,0,2020-02-02
"1392",3141,"Sapporo (JPN)","Men",137,0,2020,756,137,123,1.8,7.4,10.8,1,0,2020-02-02
"1393",3085,"Oberstdorf (GER)","Women",137,0,2020,447,137,120,1.8,7.56,10.8,0,0,2020-02-02
"1394",3141,"Sapporo (JPN)","Men",137,0,2020,451,137,123,1.8,7.4,10.8,0,0,2020-02-02
"1395",3282,"Planica (SLO)","Men",138,0,2020,1235,138,125,1.8,7.45,9.9,0,1,2020-02-02
"1396",3086,"Hinzenbach (AUT)","Women",90,0,2020,735,90,85,2,4.8,7,1,0,2020-02-07
"1397",3143,"Willingen (GER)","Men",145,0,2020,757,145,130,1.8,7.99,11.7,1,0,2020-02-08
"1398",3087,"Hinzenbach (AUT)","Women",90,0,2020,387,90,85,2,4.8,7,0,0,2020-02-08
"1399",3143,"Willingen (GER)","Men",145,0,2020,410,145,130,1.8,7.99,11.7,0,0,2020-02-08
"1400",3231,"Brotterode (GER)","Men",117,0,2020,1220,117,105,1.8,7.2,8.1,0,1,2020-02-08
"1401",3232,"Brotterode (GER)","Women",117,0,2020,1221,117,105,1.8,7.2,8.1,0,1,2020-02-08
"1402",3088,"Hinzenbach (AUT)","Women",90,0,2020,736,90,85,2,4.8,7,1,0,2020-02-09
"1403",3088,"Hinzenbach (AUT)","Women",90,0,2020,388,90,85,2,4.8,7,0,0,2020-02-09
"1404",3233,"Brotterode (GER)","Men",117,0,2020,1222,117,105,1.8,7.2,8.1,0,1,2020-02-09
"1405",3234,"Brotterode (GER)","Women",117,0,2020,1223,117,105,1.8,7.2,8.1,0,1,2020-02-09
"1406",3146,"Tauplitz/ Bad Mitterndorf (AUT)","Men",235,0,2020,411,235,200,1.2,8.46,14.4,0,0,2020-02-15
"1407",3237,"Iron Mountain, MI (USA)","Men",133,0,2020,1224,133,120,1.8,7.2,9.9,0,1,2020-02-15
"1408",3147,"Tauplitz/ Bad Mitterndorf (AUT)","Men",235,0,2020,758,235,200,1.2,8.46,14.4,1,0,2020-02-16
"1409",3147,"Tauplitz/ Bad Mitterndorf (AUT)","Men",235,0,2020,412,235,200,1.2,8.46,14.4,0,0,2020-02-16
"1410",3238,"Iron Mountain, MI (USA)","Men",133,0,2020,1225,133,120,1.8,7.2,9.9,0,1,2020-02-16
"1411",3210,"Rasnov (ROU)","Men",97,0,2020,763,97,90,2,7,8,1,0,2020-02-20
"1412",3211,"Rasnov (ROU)","Men",97,0,2020,416,97,90,2,7,8,0,0,2020-02-21
"1413",3212,"Rasnov (ROU)","Men",97,0,2020,764,97,90,2,7,8,1,0,2020-02-22
"1414",3090,"Ljubno (SLO)","Women",94,1,2020,389,94,85,2,7,8,0,0,2020-02-22
"1415",3212,"Rasnov (ROU)","Men",97,0,2020,417,97,90,2,7,8,0,0,2020-02-22
"1416",3279,"Val di Fiemme (ITA)","Men",104,0,2020,1232,104,95,2,5,8,0,1,2020-02-22
"1417",3091,"Ljubno (SLO)","Women",94,0,2020,737,94,85,2,7,8,1,0,2020-02-23
"1418",3091,"Ljubno (SLO)","Women",94,0,2020,390,94,85,2,7,8,0,0,2020-02-23
"1419",3280,"Val di Fiemme (ITA)","Men",104,0,2020,1233,104,95,2,5,8,0,1,2020-02-23
"1420",3148,"Lahti (FIN)","Men",130,0,2020,759,130,116,1.8,7.56,9.9,1,0,2020-02-28
"1421",3148,"Lahti (FIN)","Men",130,0,2020,452,130,116,1.8,7.56,9.9,0,0,2020-02-28
"1422",3149,"Lahti (FIN)","Men",130,1,2020,453,130,116,1.8,7.56,9.9,0,0,2020-02-29
"1423",3206,"Rena (NOR)","Men",139,0,2020,1215,139,124,1.8,7.56,10.8,0,1,2020-02-29
"1424",3150,"Lahti (FIN)","Men",130,0,2020,454,130,116,1.8,7.56,9.9,0,0,2020-03-01
"1425",3151,"Oslo (NOR)","Men",134,0,2020,760,134,120,1.8,7.13,9.9,1,0,2020-03-06
"1426",3092,"Oslo (NOR)","Women",134,0,2020,738,134,120,1.8,7.13,9.9,1,0,2020-03-07
"1427",3152,"Oslo (NOR)","Men",134,1,2020,413,134,120,1.8,7.13,9.9,0,0,2020-03-07
"1428",3229,"Lahti (FIN)","Men",130,0,2020,1218,130,116,1.8,7.56,9.9,0,1,2020-03-07
"1429",3230,"Lahti (FIN)","Men",130,0,2020,1219,130,116,1.8,7.56,9.9,0,1,2020-03-08
"1430",3094,"Lillehammer (NOR)","Women",140,0,2020,391,140,123,1.8,7.56,9.9,0,0,2020-03-09
"1431",3155,"Lillehammer (NOR)","Men",140,0,2020,414,140,123,1.8,7.56,9.9,0,0,2020-03-09
"1432",3095,"Lillehammer (NOR)","Women",140,0,2020,739,140,123,1.8,7.56,9.9,1,0,2020-03-10
"1433",3156,"Lillehammer (NOR)","Men",140,0,2020,761,140,123,1.8,7.56,9.9,1,0,2020-03-10
"1434",3095,"Lillehammer (NOR)","Women",140,0,2020,392,140,123,1.8,7.56,9.9,0,0,2020-03-10
"1435",3156,"Lillehammer (NOR)","Men",140,0,2020,415,140,123,1.8,7.56,9.9,0,0,2020-03-10
"1436",3096,"Trondheim (NOR)","Women",138,0,2020,740,138,124,1.8,7.45,10.8,1,0,2020-03-11
"1437",3157,"Trondheim (NOR)","Men",138,0,2020,762,138,124,1.8,7.45,10.8,1,0,2020-03-11
