codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id,training
3009,Einsiedeln (SUI),Men,117.0,0,2019,117,105.0,1.8,6.32,7.29,2,2018-08-04,2019JP3009RL,0
3007,Hinterzarten (GER),Women,108.0,0,2019,108,95.0,2.0,7.0,8.4,2,2018-07-28,2019JP3007RTRIA,1
3007,Hinterzarten (GER),Women,108.0,0,2019,108,95.0,2.0,7.0,8.4,2,2018-07-28,2019JP3007RL,0
3006,Hinterzarten (GER),Men,108.0,0,2019,108,95.0,2.0,7.0,8.4,2,2018-07-28,2019JP3006RTRIA,1
3006,Hinterzarten (GER),Men,108.0,0,2019,108,95.0,2.0,7.0,8.4,2,2018-07-28,2019JP3006RL,0
3003,Wisla (POL),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,2,2018-07-22,2019JP3003RTRIA,1
3003,Wisla (POL),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,2,2018-07-22,2019JP3003RL,0
3002,Wisla (POL),Men,134.0,1,2019,134,120.0,1.8,7.24,9.9,2,2018-07-21,2019JP3002RTRIA,1
3002,Wisla (POL),Men,134.0,1,2019,134,120.0,1.8,7.24,9.9,2,2018-07-21,2019JP3002RL,0
3025,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,2,2017-10-02,2018JP3025RLT,1
3025,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,2,2017-10-02,2018JP3025RLQ,0
3024,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-18,2018JP3024RLT,1
3024,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-18,2018JP3024RLQ,0
3023,Hinzenbach (AUT),Men,94.0,0,2018,90,85.0,2.0,4.8,5.8,2,2017-09-30,2018JP3023RLT,1
3023,Hinzenbach (AUT),Men,94.0,0,2018,90,85.0,2.0,4.8,5.8,2,2017-09-30,2018JP3023RLQ,0
3022,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-09,2018JP3022RTRIA,1
3022,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-09,2018JP3022RL,0
3021,Chaikovsky (RUS),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,2,2017-09-09,2018JP3021RL,0
3020,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-25,2018JP3020RLT,1
3020,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-25,2018JP3020RLQ,0
3019,Courchevel (FRA),Women,96.0,0,2018,96,90.0,2.0,7.0,8.0,2,2017-08-11,2018JP3019RLT,1
3019,Courchevel (FRA),Women,96.0,0,2018,96,90.0,2.0,7.0,8.0,2,2017-08-11,2018JP3019RLQ,0
3018,Courchevel (FRA),Men,135.0,0,2018,135,125.0,1.8,8.82,12.6,2,2017-08-12,2018JP3018RLT,1
3018,Courchevel (FRA),Men,135.0,0,2018,135,125.0,1.8,8.82,12.6,2,2017-08-12,2018JP3018RLQ,0
3017,Hinterzarten (GER),Men,108.0,0,2018,108,95.0,2.0,6.48,8.4,2,2017-07-28,2018JP3017RLT,1
3017,Hinterzarten (GER),Men,108.0,0,2018,108,95.0,2.0,6.48,8.4,2,2017-07-28,2018JP3017RLQ,0
3016,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,2,2017-07-13,2018JP3016RLT,1
3016,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,2,2017-07-13,2018JP3016RLQ,0
3015,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,2,2017-10-03,2018JP3015RTRIA,1
3015,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,2,2017-10-03,2018JP3015RL,0
3014,Hinzenbach (AUT),Men,94.0,0,2018,90,85.0,2.0,4.8,5.8,2,2017-10-01,2018JP3014RTRIA,1
3014,Hinzenbach (AUT),Men,94.0,0,2018,90,85.0,2.0,4.8,5.8,2,2017-10-01,2018JP3014RL,0
3013,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-10,2018JP3013RLQ,0
3013,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-10,2018JP3013RL,0
3012,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-08,2018JP3012RLT,1
3012,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-08,2018JP3012RLQ,0
3011,Chaikovsky (RUS),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,2,2017-09-10,2018JP3011RLT,1
3011,Chaikovsky (RUS),Men,102.0,0,2018,140,95.0,2.0,7.0,8.0,2,2017-09-10,2018JP3011RL,0
3010,Chaikovsky (RUS),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,2,2017-09-08,2018JP3010RLT,1
3010,Chaikovsky (RUS),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,2,2017-09-08,2018JP3010RLQ,0
3009,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-27,2018JP3009RTRIA,1
3009,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-27,2018JP3009RL,0
3008,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-26,2018JP3008RTRIA,1
3008,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-26,2018JP3008RL,0
3007,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-19,2018JP3007RLQ,0
3007,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-19,2018JP3007RL,0
3006,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-18,2018JP3006RTRIA,1
3006,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-18,2018JP3006RL,0
3005,Courchevel (FRA),Women,96.0,0,2018,96,90.0,2.0,7.0,8.0,2,2017-08-11,2018JP3005RTRIA,1
3005,Courchevel (FRA),Women,96.0,0,2018,96,90.0,2.0,7.0,8.0,2,2017-08-11,2018JP3005RL,0
3004,Courchevel (FRA),Men,135.0,0,2018,135,125.0,1.8,8.82,12.6,2,2017-08-12,2018JP3004RTRIA,1
3004,Courchevel (FRA),Men,135.0,0,2018,135,125.0,1.8,8.82,12.6,2,2017-08-12,2018JP3004RL,0
3003,Hinterzarten (GER),Men,108.0,0,2018,108,95.0,2.0,6.48,8.4,2,2017-07-29,2018JP3003RTRIA,1
3003,Hinterzarten (GER),Men,108.0,0,2018,108,95.0,2.0,6.48,8.4,2,2017-07-29,2018JP3003RL,0
3002,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,2,2017-07-15,2018JP3002RL,0
3001,Wisla (POL),Men,134.0,1,2018,134,120.0,1.8,7.24,9.9,2,2017-07-14,2018JP3001RTRIA,1
3001,Wisla (POL),Men,134.0,1,2018,134,120.0,1.8,7.24,9.9,2,2017-07-14,2018JP3001RL,0
3843,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-09,2017JP3843RLT,1
3843,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-09,2017JP3843RLQ,0
3842,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-15,2017JP3842RLT,1
3842,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-15,2017JP3842RLQ,0
3767,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-06,2017JP3767RTRIA,1
3767,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-06,2017JP3767RL,0
3766,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-05,2017JP3766RLT,1
3766,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-05,2017JP3766RLQ,0
3759,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-11,2017JP3759RLQ,0
3759,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-11,2017JP3759RL,0
3758,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-11,2017JP3758RTRIA,1
3758,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-11,2017JP3758RL,0
3757,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-10,2017JP3757RTRIA,1
3757,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-10,2017JP3757RL,0
3756,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-10,2017JP3756RTRIA,1
3756,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-10,2017JP3756RL,0
3746,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-23,2017JP3746RTRIA,1
3746,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-23,2017JP3746RL,0
3745,Wisla (POL),Men,134.0,1,2017,134,120.0,1.8,7.24,9.9,2,2016-07-22,2017JP3745RTRIA,1
3745,Wisla (POL),Men,134.0,1,2017,134,120.0,1.8,7.24,9.9,2,2016-07-22,2017JP3745RL,0
3744,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-21,2017JP3744RLT,1
3744,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-21,2017JP3744RLQ,0
3738,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-28,2017JP3738RTRIA,1
3738,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-28,2017JP3738RL,0
3737,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-27,2017JP3737RTRIA,1
3737,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-27,2017JP3737RL,0
3736,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-26,2017JP3736RLT,1
3736,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-26,2017JP3736RLQ,0
3735,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,2,2016-10-02,2017JP3735RLT,1
3735,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,2,2016-10-02,2017JP3735RLQ,0
3735,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,2,2016-10-02,2017JP3735RL,0
3722,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-30,2017JP3722RTRIA,1
3722,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-30,2017JP3722RL,0
3721,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-29,2017JP3721RLT,1
3721,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-29,2017JP3721RLQ,0
3714,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-16,2017JP3714RTRIA,1
3714,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-16,2017JP3714RL,0
3713,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-15,2017JP3713RLT,1
3713,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-15,2017JP3713RLQ,0
3712,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-16,2017JP3712RTRIA,1
3712,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-16,2017JP3712RL,0
3709,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-10-01,2017JP3709RTRIA,1
3709,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-10-01,2017JP3709RL,0
3708,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-09-30,2017JP3708RLT,1
3708,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-09-30,2017JP3708RLQ,0
3848,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,2,2015-08-15,2016JP3848RLT,1
3848,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,2,2015-08-15,2016JP3848RLQ,0
3848,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,2,2015-08-15,2016JP3848RL,0
3842,Chaikovsky (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-06,2016JP3842RTRIA,1
3842,Chaikovsky (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-06,2016JP3842RL,0
3841,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-06,2016JP3841RTRIA,1
3841,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-06,2016JP3841RL,0
3840,Chaikovsky (RUS),Men,106.0,0,2016,140,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3840RLT,1
3840,Chaikovsky (RUS),Men,106.0,0,2016,140,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3840RL,0
3839,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3839RTRIA,1
3839,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3839RLT,1
3839,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3839RL,0
3818,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,2,2015-08-01,2016JP3818RTRIA,1
3818,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,2,2015-08-01,2016JP3818RL,0
3817,Wisla (POL),Men,134.0,1,2016,134,120.0,1.8,7.24,9.9,2,2015-07-31,2016JP3817RTRIA,1
3816,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,2,2015-07-30,2016JP3816RLT,1
3816,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,2,2015-07-30,2016JP3816RLQ,0
3793,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-13,2016JP3793RTRIA,1
3793,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-13,2016JP3793RL,0
3792,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-13,2016JP3792RTRIA,1
3792,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-13,2016JP3792RL,0
3791,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-12,2016JP3791RTRIA,1
3791,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-12,2016JP3791RL,0
3790,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-12,2016JP3790RTRIA,1
3790,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-12,2016JP3790RLT,1
3790,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-12,2016JP3790RL,0
3781,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-30,2016JP3781RTRIA,1
3781,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-30,2016JP3781RL,0
3780,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-29,2016JP3780RTRIA,1
3780,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-29,2016JP3780RL,0
3751,Hinterzarten (GER),Men,108.0,0,2016,108,95.0,2.0,6.48,8.4,2,2015-08-08,2016JP3751RLT,1
3751,Hinterzarten (GER),Men,108.0,0,2016,108,95.0,2.0,6.48,8.4,2,2015-08-08,2016JP3751RLQ,0
3751,Hinterzarten (GER),Men,108.0,0,2016,108,95.0,2.0,6.48,8.4,2,2015-08-08,2016JP3751RL,0
3750,Hinterzarten (GER),Men,108.0,1,2016,108,95.0,2.0,6.48,8.4,2,2015-08-07,2016JP3750RLT,1
3750,Hinterzarten (GER),Men,108.0,1,2016,108,95.0,2.0,6.48,8.4,2,2015-08-07,2016JP3750RL,0
3743,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-14,2016JP3743RTRIA,1
3743,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-14,2016JP3743RL,0
3742,Courchevel (FRA),Women,96.0,0,2016,96,90.0,2.0,7.0,8.0,2,2015-08-14,2016JP3742RTRIA,1
3742,Courchevel (FRA),Women,96.0,0,2016,96,90.0,2.0,7.0,8.0,2,2015-08-14,2016JP3742RLT,1
3742,Courchevel (FRA),Women,96.0,0,2016,96,90.0,2.0,7.0,8.0,2,2015-08-14,2016JP3742RL,0
3741,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-13,2016JP3741RLT,1
3741,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-13,2016JP3741RLQ,0
3715,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-27,2016JP3715RTRIA,1
3715,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-27,2016JP3715RL,0
3714,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-26,2016JP3714RLT,1
3714,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-26,2016JP3714RLQ,0
3935,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,,,3,2017-01-08,2017JP3935RTRIA,1
3935,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,,,3,2017-01-08,2017JP3935RL,0
3934,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,,,3,2017-01-07,2017JP3934RLT,1
3934,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,,,3,2017-01-07,2017JP3934RL,0
3931,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-17,2017JP3931RTRIA,1
3931,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-17,2017JP3931RL,0
3930,Notodden (NOR),Men,100.0,0,2017,98,90.0,2.0,,,3,2016-12-16,2017JP3930RTRIA,1
3930,Notodden (NOR),Men,100.0,0,2017,98,90.0,2.0,,,3,2016-12-16,2017JP3930RL,0
3929,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-16,2017JP3929RLT,1
3929,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-16,2017JP3929RL,0
3928,Notodden (NOR),Men,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3928RTRIA,1
3928,Notodden (NOR),Men,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3928RLT,1
3928,Notodden (NOR),Men,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3928RL,0
3927,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3927RTRIA,1
3927,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3927RLT,1
3927,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3927RL,0
3854,Eau Claire - Silver Mine Hill (USA),Men,95.0,0,2017,95,85.0,2.0,,,3,2017-01-28,2017JP3854RTRIA,1
3854,Eau Claire - Silver Mine Hill (USA),Men,95.0,0,2017,95,85.0,2.0,,,3,2017-01-28,2017JP3854RL,0
3853,Eau Claire - Silver Mine Hill (USA),Women,95.0,0,2017,95,85.0,2.0,,,3,2017-01-28,2017JP3853RTRIA,1
3853,Eau Claire - Silver Mine Hill (USA),Women,95.0,0,2017,95,85.0,2.0,,,3,2017-01-28,2017JP3853RL,0
3852,Eau Claire - Silver Mine Hill (USA),Men,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3852RTRIA,1
3852,Eau Claire - Silver Mine Hill (USA),Men,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3852RLT,1
3852,Eau Claire - Silver Mine Hill (USA),Men,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3852RL,0
3851,Eau Claire - Silver Mine Hill (USA),Women,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3851RTRIA,1
3851,Eau Claire - Silver Mine Hill (USA),Women,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3851RLT,1
3851,Eau Claire - Silver Mine Hill (USA),Women,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3851RL,0
3824,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,,,3,2016-09-18,2017JP3824RTRIA,1
3824,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,,,3,2016-09-18,2017JP3824RL,0
3823,Hinterzarten (GER),Women,108.0,0,2017,108,95.0,2.0,,,3,2016-09-18,2017JP3823RTRIA,1
3823,Hinterzarten (GER),Women,108.0,0,2017,108,95.0,2.0,,,3,2016-09-18,2017JP3823RL,0
3822,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3822RTRIA,1
3822,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3822RLT,1
3822,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3822RL,0
3821,Hinterzarten (GER),Women,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3821RTRIA,1
3821,Hinterzarten (GER),Women,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3821RLT,1
3821,Hinterzarten (GER),Women,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3821RL,0
3791,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-21,2017JP3791RTRIA,1
3791,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-21,2017JP3791RL,0
3790,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-20,2017JP3790RTRIA,1
3790,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-20,2017JP3790RLT,1
3790,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-20,2017JP3790RL,0
3789,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-19,2017JP3789RTRIA,1
3789,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-19,2017JP3789RL,0
3788,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-18,2017JP3788RTRIA,1
3788,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-18,2017JP3788RLT,1
3788,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-18,2017JP3788RL,0
3779,Szczyrk (POL),Men,106.0,0,2017,106,95.0,2.0,,,3,2016-07-10,2017JP3779RTRIA,1
3779,Szczyrk (POL),Men,106.0,0,2017,106,95.0,2.0,,,3,2016-07-10,2017JP3779RL,0
3778,Szczyrk (POL),Women,106.0,0,2017,106,95.0,2.0,,,3,2016-07-10,2017JP3778RTRIA,1
3778,Szczyrk (POL),Women,106.0,0,2017,106,95.0,2.0,,,3,2016-07-10,2017JP3778RL,0
3777,Szczyrk (POL),Men,106.0,0,2017,106,95.0,2.0,,,3,2016-07-09,2017JP3777RLT,1
3777,Szczyrk (POL),Men,106.0,0,2017,106,95.0,2.0,,,3,2016-07-09,2017JP3777RL,0
3776,Szczyrk (POL),Women,106.0,0,2017,106,95.0,2.0,,,3,2016-07-09,2017JP3776RLT,1
3776,Szczyrk (POL),Women,106.0,0,2017,106,95.0,2.0,,,3,2016-07-09,2017JP3776RL,0
3771,Einsiedeln (SUI),Women,77.0,0,2017,77,70.0,2.2,,,3,2016-09-04,2017JP3771RTRIA,1
3771,Einsiedeln (SUI),Women,77.0,0,2017,77,70.0,2.2,,,3,2016-09-04,2017JP3771RL,0
3770,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,,,3,2016-09-04,2017JP3770RTRIA,1
3770,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,,,3,2016-09-04,2017JP3770RL,0
3769,Einsiedeln (SUI),Women,77.0,0,2017,77,70.0,2.2,,,3,2016-09-03,2017JP3769RLT,1
3769,Einsiedeln (SUI),Women,77.0,0,2017,77,70.0,2.2,,,3,2016-09-03,2017JP3769RL,0
3768,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,,,3,2016-09-03,2017JP3768RTRIA,1
3768,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,,,3,2016-09-03,2017JP3768RLT,1
3768,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,,,3,2016-09-03,2017JP3768RL,0
3754,Rasnov (ROU),Men,100.0,0,2017,100,90.0,2.0,,,3,2016-10-02,2017JP3754RTRIA,1
3754,Rasnov (ROU),Men,100.0,0,2017,100,90.0,2.0,,,3,2016-10-02,2017JP3754RL,0
3753,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,,,3,2016-10-02,2017JP3753RL,0
3752,Rasnov (ROU),Men,100.0,0,2017,100,90.0,2.0,,,3,2016-10-01,2017JP3752RLT,1
3752,Rasnov (ROU),Men,100.0,0,2017,100,90.0,2.0,,,3,2016-10-01,2017JP3752RL,0
3751,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,,,3,2016-10-01,2017JP3751RLT,1
3751,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,,,3,2016-10-01,2017JP3751RL,0
3705,Villach (AUT),Men,98.0,0,2017,98,90.0,2.0,,,3,2016-07-03,2017JP3705RTRIA,1
